2,"SELECT TOP #   OBJID, RA, DEC, gid    FROM    MyDB.akari_#       OUTER APPLY dbo.fGetNearestObjIdAllEq(a.RA, a.DEC, #) as gid       INTO   akari_#"
2019-08-26 08:21:00,1
2019-08-26 08:22:00,1
