5,"select top # p.deVRad_r, q.z from galaxy p, dbo.fgetNearByObjEq(#,#,#) n, galSpecInfo q where p.objid=n.objid and p.specObjID=q.specObjID and p.specObjID<># and q.z>#"
2019-08-26 14:30:00,1
2019-08-26 21:42:00,1
2019-08-26 21:58:00,1
2019-08-26 21:59:00,2
