30,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-08-26 15:13:00,1
2019-08-26 15:14:00,1
2019-08-26 15:26:00,1
2019-08-26 15:29:00,1
2019-08-26 15:36:00,1
2019-08-26 16:01:00,1
2019-08-26 16:02:00,1
2019-08-26 16:09:00,1
2019-08-26 16:11:00,1
2019-08-26 16:18:00,1
2019-08-26 16:26:00,1
2019-08-26 16:45:00,1
2019-08-26 16:55:00,1
2019-08-26 17:03:00,1
2019-08-26 17:06:00,1
2019-08-26 17:32:00,1
2019-08-26 18:04:00,2
2019-08-26 18:14:00,1
2019-08-26 18:28:00,1
2019-08-26 18:39:00,1
2019-08-26 18:43:00,1
2019-08-26 18:50:00,1
2019-08-26 19:11:00,1
2019-08-26 19:58:00,1
2019-08-26 20:11:00,1
2019-08-26 20:22:00,1
2019-08-26 20:23:00,1
2019-08-26 20:38:00,1
2019-08-26 20:57:00,1
