175,select * from SpecObjAll where specObjId=#
2019-08-26 01:16:00,1
2019-08-26 01:51:00,5
2019-08-26 01:52:00,6
2019-08-26 01:53:00,4
2019-08-26 01:54:00,9
2019-08-26 01:55:00,6
2019-08-26 01:56:00,6
2019-08-26 01:57:00,5
2019-08-26 01:58:00,5
2019-08-26 01:59:00,5
2019-08-26 02:00:00,6
2019-08-26 02:01:00,5
2019-08-26 02:02:00,5
2019-08-26 02:03:00,3
2019-08-26 02:41:00,1
2019-08-26 03:42:00,1
2019-08-26 05:18:00,1
2019-08-26 05:46:00,1
2019-08-26 06:33:00,1
2019-08-26 07:28:00,1
2019-08-26 11:41:00,1
2019-08-26 13:13:00,17
2019-08-26 13:14:00,16
2019-08-26 13:26:00,1
2019-08-26 15:02:00,2
2019-08-26 15:03:00,20
2019-08-26 15:04:00,16
2019-08-26 15:56:00,1
2019-08-26 19:11:00,1
2019-08-26 19:52:00,2
2019-08-26 20:07:00,1
2019-08-26 20:17:00,10
2019-08-26 21:44:00,4
2019-08-26 21:45:00,6
