108,select * from XCRedshift where specObjId=#
2019-08-26 00:12:00,1
2019-08-26 00:54:00,1
2019-08-26 00:59:00,1
2019-08-26 01:03:00,1
2019-08-26 03:42:00,1
2019-08-26 03:44:00,1
2019-08-26 05:27:00,1
2019-08-26 05:51:00,1
2019-08-26 06:42:00,1
2019-08-26 06:43:00,1
2019-08-26 06:56:00,1
2019-08-26 07:01:00,1
2019-08-26 09:23:00,1
2019-08-26 10:57:00,1
2019-08-26 11:13:00,1
2019-08-26 12:03:00,1
2019-08-26 13:14:00,11
2019-08-26 13:19:00,1
2019-08-26 13:36:00,1
2019-08-26 13:37:00,1
2019-08-26 13:43:00,1
2019-08-26 13:44:00,1
2019-08-26 13:45:00,1
2019-08-26 14:04:00,1
2019-08-26 14:08:00,1
2019-08-26 14:09:00,1
2019-08-26 14:36:00,1
2019-08-26 15:04:00,3
2019-08-26 15:05:00,16
2019-08-26 15:06:00,17
2019-08-26 15:07:00,16
2019-08-26 15:08:00,1
2019-08-26 15:41:00,1
2019-08-26 15:51:00,1
2019-08-26 16:34:00,1
2019-08-26 17:01:00,1
2019-08-26 17:13:00,1
2019-08-26 17:31:00,1
2019-08-26 17:58:00,1
2019-08-26 18:55:00,1
2019-08-26 19:00:00,1
2019-08-26 19:20:00,1
2019-08-26 19:23:00,1
2019-08-26 20:28:00,1
2019-08-26 20:39:00,1
2019-08-26 20:54:00,1
2019-08-26 21:15:00,1
2019-08-26 21:18:00,1
2019-08-26 23:33:00,1
2019-08-26 23:55:00,1
