968,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-08-26 14:20:00,1
2019-08-26 14:23:00,2
2019-08-26 14:24:00,10
2019-08-26 14:25:00,10
2019-08-26 14:26:00,10
2019-08-26 14:27:00,9
2019-08-26 14:28:00,8
2019-08-26 14:29:00,9
2019-08-26 14:30:00,8
2019-08-26 14:31:00,10
2019-08-26 14:32:00,10
2019-08-26 14:33:00,9
2019-08-26 14:34:00,10
2019-08-26 14:35:00,10
2019-08-26 14:36:00,10
2019-08-26 14:37:00,8
2019-08-26 14:38:00,9
2019-08-26 14:39:00,9
2019-08-26 14:40:00,9
2019-08-26 14:41:00,9
2019-08-26 14:42:00,10
2019-08-26 14:43:00,10
2019-08-26 14:44:00,10
2019-08-26 14:45:00,10
2019-08-26 14:46:00,8
2019-08-26 14:47:00,9
2019-08-26 14:48:00,9
2019-08-26 14:49:00,9
2019-08-26 14:50:00,9
2019-08-26 14:51:00,8
2019-08-26 14:52:00,9
2019-08-26 14:53:00,8
2019-08-26 14:54:00,9
2019-08-26 14:55:00,9
2019-08-26 14:56:00,9
2019-08-26 14:57:00,9
2019-08-26 14:58:00,9
2019-08-26 14:59:00,9
2019-08-26 15:00:00,9
2019-08-26 15:01:00,9
2019-08-26 15:02:00,7
2019-08-26 15:03:00,9
2019-08-26 15:04:00,9
2019-08-26 15:05:00,9
2019-08-26 15:06:00,9
2019-08-26 15:07:00,7
2019-08-26 15:08:00,9
2019-08-26 15:09:00,9
2019-08-26 15:10:00,8
2019-08-26 15:11:00,8
2019-08-26 15:12:00,9
2019-08-26 15:13:00,10
2019-08-26 15:14:00,10
2019-08-26 15:15:00,10
2019-08-26 15:16:00,9
2019-08-26 15:17:00,10
2019-08-26 15:18:00,10
2019-08-26 15:19:00,8
2019-08-26 15:20:00,9
2019-08-26 15:21:00,9
2019-08-26 15:22:00,10
2019-08-26 15:23:00,7
2019-08-26 15:24:00,8
2019-08-26 15:25:00,9
2019-08-26 15:26:00,8
2019-08-26 15:27:00,9
2019-08-26 15:28:00,8
2019-08-26 15:29:00,9
2019-08-26 15:30:00,9
2019-08-26 15:31:00,9
2019-08-26 15:32:00,10
2019-08-26 15:33:00,10
2019-08-26 15:34:00,10
2019-08-26 15:35:00,9
2019-08-26 15:36:00,9
2019-08-26 15:37:00,10
2019-08-26 15:38:00,9
2019-08-26 15:39:00,9
2019-08-26 15:40:00,9
2019-08-26 15:41:00,10
2019-08-26 15:42:00,9
2019-08-26 15:43:00,10
2019-08-26 15:44:00,9
2019-08-26 15:45:00,7
2019-08-26 15:46:00,10
2019-08-26 15:47:00,9
2019-08-26 15:48:00,8
2019-08-26 15:49:00,8
2019-08-26 15:50:00,8
2019-08-26 15:51:00,10
2019-08-26 15:52:00,9
2019-08-26 15:53:00,10
2019-08-26 15:54:00,8
2019-08-26 15:55:00,8
2019-08-26 15:56:00,9
2019-08-26 15:57:00,9
2019-08-26 15:58:00,8
2019-08-26 15:59:00,9
2019-08-26 16:00:00,9
2019-08-26 16:01:00,9
2019-08-26 16:02:00,10
2019-08-26 16:03:00,10
2019-08-26 16:04:00,9
2019-08-26 16:05:00,10
2019-08-26 16:06:00,10
2019-08-26 16:07:00,8
2019-08-26 16:08:00,8
2019-08-26 16:09:00,8
2019-08-26 16:10:00,7
2019-08-26 22:36:00,1
2019-08-26 22:44:00,1
