20,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-08-26 19:54:00,1
2019-08-26 20:41:00,1
2019-08-26 20:47:00,1
2019-08-26 20:53:00,1
2019-08-26 20:59:00,1
2019-08-26 21:38:00,1
2019-08-26 21:42:00,1
2019-08-26 21:54:00,1
2019-08-26 22:18:00,1
2019-08-26 22:34:00,1
2019-08-26 22:45:00,1
2019-08-26 22:55:00,1
2019-08-26 23:02:00,1
2019-08-26 23:11:00,1
2019-08-26 23:19:00,1
2019-08-26 23:26:00,1
2019-08-26 23:31:00,1
2019-08-26 23:42:00,1
2019-08-26 23:50:00,1
2019-08-26 23:56:00,1
