12233,"select top #                                                                             G.objID, G.ra as ra2, G.dec as dec2,                                                       G.petroMag_u, G.petroMag_g, G.petroMag_r, G.petroMag_i, G.petroMag_z,                      G.petroMagErr_u, G.petroMagErr_g, G.petroMagErr_r, G.petroMagErr_i, G.petroMagErr_z,       ph.z as z2                                                                          from                                                                                              Galaxy as G, dbo.fGetNearbyObjEq(#,#,#) as N, photoz as ph                       where                                                                                             G.objID = N.objID and                                                                      ph.objID = N.objID and                                                                     ph.z># and                                                                                ph.z<#                                                                             order by G.petroMag_r"
2019-08-26 10:36:00,20
2019-08-26 10:38:00,3
2019-08-26 10:39:00,11
2019-08-26 10:40:00,15
2019-08-26 10:44:00,2
2019-08-26 10:45:00,24
2019-08-26 10:46:00,22
2019-08-26 10:47:00,22
2019-08-26 10:48:00,23
2019-08-26 10:49:00,22
2019-08-26 10:50:00,23
2019-08-26 10:51:00,23
2019-08-26 10:52:00,24
2019-08-26 10:53:00,22
2019-08-26 10:54:00,23
2019-08-26 10:55:00,23
2019-08-26 10:56:00,24
2019-08-26 10:57:00,22
2019-08-26 10:58:00,25
2019-08-26 10:59:00,23
2019-08-26 11:00:00,22
2019-08-26 11:01:00,24
2019-08-26 11:02:00,22
2019-08-26 11:03:00,23
2019-08-26 11:04:00,24
2019-08-26 11:05:00,24
2019-08-26 11:06:00,23
2019-08-26 11:07:00,23
2019-08-26 11:08:00,24
2019-08-26 11:09:00,24
2019-08-26 11:10:00,23
2019-08-26 11:11:00,23
2019-08-26 11:12:00,22
2019-08-26 11:13:00,24
2019-08-26 11:14:00,23
2019-08-26 11:15:00,23
2019-08-26 11:16:00,23
2019-08-26 11:17:00,23
2019-08-26 11:18:00,22
2019-08-26 11:19:00,23
2019-08-26 11:20:00,22
2019-08-26 11:21:00,23
2019-08-26 11:22:00,22
2019-08-26 11:23:00,23
2019-08-26 11:24:00,24
2019-08-26 11:25:00,23
2019-08-26 11:26:00,23
2019-08-26 11:27:00,23
2019-08-26 11:28:00,24
2019-08-26 11:29:00,23
2019-08-26 11:30:00,23
2019-08-26 11:31:00,23
2019-08-26 11:32:00,23
2019-08-26 11:33:00,23
2019-08-26 11:34:00,23
2019-08-26 11:35:00,22
2019-08-26 11:36:00,21
2019-08-26 11:37:00,22
2019-08-26 11:38:00,22
2019-08-26 11:39:00,22
2019-08-26 11:40:00,22
2019-08-26 11:41:00,23
2019-08-26 11:42:00,22
2019-08-26 11:43:00,22
2019-08-26 11:44:00,22
2019-08-26 11:45:00,22
2019-08-26 11:46:00,22
2019-08-26 11:47:00,22
2019-08-26 11:48:00,22
2019-08-26 11:49:00,22
2019-08-26 11:50:00,24
2019-08-26 11:51:00,22
2019-08-26 11:52:00,23
2019-08-26 11:53:00,22
2019-08-26 11:54:00,22
2019-08-26 11:55:00,22
2019-08-26 11:56:00,22
2019-08-26 11:57:00,23
2019-08-26 11:58:00,23
2019-08-26 11:59:00,22
2019-08-26 12:00:00,22
2019-08-26 12:01:00,23
2019-08-26 12:02:00,21
2019-08-26 12:03:00,23
2019-08-26 12:04:00,22
2019-08-26 12:05:00,21
2019-08-26 12:06:00,22
2019-08-26 12:07:00,23
2019-08-26 12:08:00,22
2019-08-26 12:09:00,22
2019-08-26 12:10:00,23
2019-08-26 12:11:00,22
2019-08-26 12:12:00,23
2019-08-26 12:13:00,15
2019-08-26 12:17:00,1
2019-08-26 12:18:00,19
2019-08-26 12:24:00,1
2019-08-26 12:25:00,22
2019-08-26 12:26:00,22
2019-08-26 12:27:00,22
2019-08-26 12:28:00,22
2019-08-26 12:29:00,22
2019-08-26 12:30:00,23
2019-08-26 12:31:00,23
2019-08-26 12:32:00,21
2019-08-26 12:33:00,23
2019-08-26 12:34:00,22
2019-08-26 12:35:00,22
2019-08-26 12:36:00,16
2019-08-26 12:37:00,20
2019-08-26 12:38:00,23
2019-08-26 12:39:00,22
2019-08-26 12:40:00,22
2019-08-26 12:41:00,23
2019-08-26 12:42:00,22
2019-08-26 12:43:00,22
2019-08-26 12:44:00,24
2019-08-26 12:45:00,22
2019-08-26 12:46:00,22
2019-08-26 12:47:00,23
2019-08-26 12:48:00,21
2019-08-26 12:49:00,22
2019-08-26 12:50:00,21
2019-08-26 12:51:00,23
2019-08-26 12:52:00,23
2019-08-26 12:53:00,23
2019-08-26 12:54:00,22
2019-08-26 12:55:00,22
2019-08-26 12:56:00,22
2019-08-26 12:57:00,23
2019-08-26 12:58:00,24
2019-08-26 12:59:00,22
2019-08-26 13:00:00,22
2019-08-26 13:01:00,24
2019-08-26 13:02:00,21
2019-08-26 13:03:00,23
2019-08-26 13:04:00,22
2019-08-26 13:05:00,22
2019-08-26 13:06:00,22
2019-08-26 13:07:00,22
2019-08-26 13:08:00,23
2019-08-26 13:09:00,23
2019-08-26 13:10:00,23
2019-08-26 13:11:00,23
2019-08-26 13:12:00,22
2019-08-26 13:13:00,22
2019-08-26 13:14:00,23
2019-08-26 13:15:00,22
2019-08-26 13:16:00,22
2019-08-26 13:17:00,22
2019-08-26 13:18:00,23
2019-08-26 13:19:00,23
2019-08-26 13:20:00,22
2019-08-26 13:21:00,23
2019-08-26 13:22:00,23
2019-08-26 13:23:00,22
2019-08-26 13:24:00,22
2019-08-26 13:25:00,22
2019-08-26 13:26:00,24
2019-08-26 13:27:00,22
2019-08-26 13:28:00,22
2019-08-26 13:29:00,21
2019-08-26 13:30:00,23
2019-08-26 13:31:00,22
2019-08-26 13:32:00,23
2019-08-26 13:33:00,21
2019-08-26 13:34:00,23
2019-08-26 13:35:00,22
2019-08-26 13:36:00,23
2019-08-26 13:37:00,21
2019-08-26 13:38:00,22
2019-08-26 13:39:00,22
2019-08-26 13:40:00,23
2019-08-26 13:41:00,19
2019-08-26 13:42:00,22
2019-08-26 13:43:00,21
