2,"SELECT dr7objid, ra, dec into mydb.spiral_feature_# from dbo.zoo2MainSpecz WHERE    total_votes > #    and t0#_edgeon_a0#_no_fraction >#   and t0#_edgeon_a0#_no_debiased >#   and t0#_spiral_a0#_spiral_fraction > #   and t0#_spiral_a0#_spiral_debiased > #   and t1#_arms_winding_a2#_tight_debiased >#   or t1#_arms_winding_a2#_tight_fraction >#   or t1#_arms_winding_a2#_medium_fraction >#   or t1#_arms_winding_a2#_medium_debiased >#   or t1#_arms_winding_a3#_loose_fraction >#   or t1#_arms_winding_a3#_loose_debiased >#"
2019-02-06 00:14:00,1
2019-02-06 00:51:00,1
