55,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-02-06 05:26:00,1
2019-02-06 05:58:00,1
2019-02-06 05:59:00,2
2019-02-06 06:39:00,2
2019-02-06 06:40:00,1
2019-02-06 08:05:00,1
2019-02-06 08:13:00,1
2019-02-06 09:59:00,10
2019-02-06 14:18:00,3
2019-02-06 14:19:00,7
2019-02-06 14:47:00,1
2019-02-06 15:00:00,1
2019-02-06 15:39:00,1
2019-02-06 15:40:00,1
2019-02-06 16:01:00,2
2019-02-06 16:02:00,9
2019-02-06 19:13:00,1
2019-02-06 21:47:00,10
