22,select * from galSpecLine where specObjId=#
2019-02-06 00:59:00,1
2019-02-06 01:22:00,1
2019-02-06 03:07:00,1
2019-02-06 03:23:00,1
2019-02-06 04:34:00,1
2019-02-06 04:47:00,1
2019-02-06 05:17:00,1
2019-02-06 05:56:00,1
2019-02-06 07:09:00,1
2019-02-06 08:19:00,1
2019-02-06 10:54:00,1
2019-02-06 12:17:00,1
2019-02-06 15:38:00,1
2019-02-06 16:25:00,1
2019-02-06 16:30:00,1
2019-02-06 16:43:00,1
2019-02-06 18:14:00,1
2019-02-06 18:26:00,1
2019-02-06 19:20:00,1
2019-02-06 21:27:00,1
2019-02-06 21:50:00,1
2019-02-06 23:54:00,1
