3275,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-02-06 10:50:00,1
2019-02-06 10:52:00,1
2019-02-06 10:54:00,3
2019-02-06 10:55:00,5
2019-02-06 10:56:00,1
2019-02-06 13:50:00,1
2019-02-06 13:51:00,2
2019-02-06 13:52:00,1
2019-02-06 13:53:00,3
2019-02-06 13:54:00,6
2019-02-06 13:55:00,14
2019-02-06 13:56:00,8
2019-02-06 13:57:00,14
2019-02-06 13:58:00,18
2019-02-06 13:59:00,1
2019-02-06 14:00:00,1
2019-02-06 14:05:00,4
2019-02-06 14:13:00,1
2019-02-06 14:14:00,5
2019-02-06 14:15:00,2
2019-02-06 14:16:00,6
2019-02-06 14:18:00,17
2019-02-06 14:19:00,4
2019-02-06 14:20:00,1
2019-02-06 14:21:00,1
2019-02-06 14:24:00,1
2019-02-06 14:25:00,23
2019-02-06 14:26:00,12
2019-02-06 14:28:00,1
2019-02-06 14:29:00,1
2019-02-06 14:30:00,2
2019-02-06 14:31:00,35
2019-02-06 14:32:00,1
2019-02-06 14:33:00,12
2019-02-06 14:34:00,8
2019-02-06 14:37:00,12
2019-02-06 14:38:00,5
2019-02-06 14:39:00,16
2019-02-06 14:40:00,4
2019-02-06 14:59:00,7
2019-02-06 15:00:00,8
2019-02-06 15:01:00,1
2019-02-06 15:02:00,2
2019-02-06 15:03:00,7
2019-02-06 15:06:00,16
2019-02-06 15:07:00,6
2019-02-06 15:10:00,2
2019-02-06 15:11:00,1
2019-02-06 15:14:00,6
2019-02-06 15:15:00,10
2019-02-06 15:16:00,11
2019-02-06 15:17:00,15
2019-02-06 15:18:00,12
2019-02-06 15:25:00,4
2019-02-06 15:27:00,3
2019-02-06 15:28:00,5
2019-02-06 15:29:00,11
2019-02-06 15:30:00,14
2019-02-06 15:35:00,2
2019-02-06 15:36:00,14
2019-02-06 15:37:00,18
2019-02-06 15:38:00,4
2019-02-06 15:47:00,6
2019-02-06 15:48:00,6
2019-02-06 15:53:00,6
2019-02-06 15:56:00,6
2019-02-06 15:58:00,6
2019-02-06 15:59:00,1
2019-02-06 16:00:00,6
2019-02-06 16:02:00,6
2019-02-06 16:06:00,6
2019-02-06 16:07:00,6
2019-02-06 16:08:00,6
2019-02-06 16:11:00,6
2019-02-06 16:12:00,6
2019-02-06 16:13:00,6
2019-02-06 16:16:00,2
2019-02-06 16:17:00,9
2019-02-06 16:18:00,9
2019-02-06 16:19:00,6
2019-02-06 16:20:00,11
2019-02-06 16:21:00,7
2019-02-06 16:22:00,7
2019-02-06 16:23:00,1
2019-02-06 16:24:00,1
2019-02-06 16:25:00,18
2019-02-06 16:26:00,2
2019-02-06 16:27:00,1
2019-02-06 16:28:00,14
2019-02-06 16:29:00,13
2019-02-06 16:30:00,14
2019-02-06 16:31:00,8
2019-02-06 16:32:00,11
2019-02-06 16:33:00,12
2019-02-06 16:34:00,2
2019-02-06 16:36:00,5
2019-02-06 16:37:00,1
2019-02-06 16:38:00,1
2019-02-06 16:39:00,14
2019-02-06 16:40:00,1
2019-02-06 16:41:00,5
2019-02-06 16:42:00,11
2019-02-06 16:43:00,5
2019-02-06 16:44:00,6
2019-02-06 16:49:00,1
2019-02-06 16:51:00,2
2019-02-06 16:52:00,19
2019-02-06 16:53:00,21
2019-02-06 16:54:00,12
2019-02-06 16:55:00,16
2019-02-06 16:56:00,21
2019-02-06 16:57:00,9
2019-02-06 16:58:00,11
2019-02-06 16:59:00,3
2019-02-06 17:00:00,15
2019-02-06 17:01:00,10
2019-02-06 17:02:00,15
2019-02-06 17:03:00,11
2019-02-06 17:04:00,16
2019-02-06 17:05:00,7
2019-02-06 17:06:00,6
2019-02-06 17:07:00,20
2019-02-06 17:08:00,11
2019-02-06 17:09:00,20
2019-02-06 17:10:00,17
2019-02-06 17:11:00,9
2019-02-06 17:12:00,8
2019-02-06 17:13:00,7
2019-02-06 17:14:00,15
2019-02-06 17:15:00,14
2019-02-06 17:16:00,10
2019-02-06 17:17:00,10
2019-02-06 17:18:00,4
2019-02-06 17:19:00,15
2019-02-06 17:20:00,9
2019-02-06 17:21:00,18
2019-02-06 17:22:00,10
2019-02-06 17:23:00,16
2019-02-06 17:24:00,16
2019-02-06 17:25:00,11
2019-02-06 17:26:00,20
2019-02-06 17:27:00,13
2019-02-06 17:28:00,9
2019-02-06 17:29:00,14
2019-02-06 17:30:00,14
2019-02-06 17:31:00,10
2019-02-06 17:32:00,5
2019-02-06 17:33:00,17
2019-02-06 17:34:00,15
2019-02-06 17:35:00,10
2019-02-06 17:36:00,8
2019-02-06 17:37:00,13
2019-02-06 17:38:00,5
2019-02-06 17:39:00,11
2019-02-06 17:40:00,10
2019-02-06 17:41:00,12
2019-02-06 17:42:00,15
2019-02-06 17:43:00,6
2019-02-06 17:44:00,14
2019-02-06 17:45:00,14
2019-02-06 17:46:00,12
2019-02-06 17:47:00,8
2019-02-06 17:48:00,20
2019-02-06 17:49:00,19
2019-02-06 17:50:00,19
2019-02-06 17:51:00,14
2019-02-06 17:52:00,16
2019-02-06 17:53:00,15
2019-02-06 17:54:00,10
2019-02-06 17:55:00,11
2019-02-06 17:56:00,17
2019-02-06 17:57:00,17
2019-02-06 17:58:00,15
2019-02-06 17:59:00,14
2019-02-06 18:00:00,33
2019-02-06 18:01:00,30
2019-02-06 18:02:00,23
2019-02-06 18:03:00,23
2019-02-06 18:04:00,10
2019-02-06 18:05:00,8
2019-02-06 18:06:00,6
2019-02-06 18:07:00,9
2019-02-06 18:08:00,1
2019-02-06 18:09:00,6
2019-02-06 18:10:00,1
2019-02-06 18:11:00,6
2019-02-06 18:12:00,5
2019-02-06 18:13:00,8
2019-02-06 18:14:00,7
2019-02-06 18:15:00,6
2019-02-06 18:16:00,3
2019-02-06 18:17:00,4
2019-02-06 18:18:00,16
2019-02-06 18:19:00,12
2019-02-06 18:20:00,11
2019-02-06 18:21:00,12
2019-02-06 18:22:00,9
2019-02-06 18:23:00,10
2019-02-06 18:24:00,5
2019-02-06 18:25:00,4
2019-02-06 18:26:00,16
2019-02-06 18:27:00,17
2019-02-06 18:28:00,15
2019-02-06 18:29:00,14
2019-02-06 18:30:00,18
2019-02-06 18:31:00,5
2019-02-06 18:55:00,10
2019-02-06 19:01:00,6
2019-02-06 19:02:00,10
2019-02-06 19:03:00,10
