11018,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-06 10:52:00,1
2019-02-06 10:54:00,3
2019-02-06 10:55:00,5
2019-02-06 10:56:00,1
2019-02-06 13:50:00,1
2019-02-06 13:51:00,2
2019-02-06 13:52:00,1
2019-02-06 13:53:00,3
2019-02-06 13:54:00,2
2019-02-06 13:55:00,5
2019-02-06 13:56:00,2
2019-02-06 13:57:00,7
2019-02-06 13:58:00,7
2019-02-06 13:59:00,1
2019-02-06 14:00:00,1
2019-02-06 14:05:00,1
2019-02-06 14:13:00,1
2019-02-06 14:15:00,2
2019-02-06 14:16:00,1
2019-02-06 14:18:00,7
2019-02-06 14:19:00,3
2019-02-06 14:20:00,1
2019-02-06 14:24:00,1
2019-02-06 14:25:00,1
2019-02-06 14:30:00,2
2019-02-06 14:31:00,1
2019-02-06 14:33:00,4
2019-02-06 14:34:00,1
2019-02-06 14:37:00,4
2019-02-06 14:38:00,3
2019-02-06 14:39:00,5
2019-02-06 14:40:00,4
2019-02-06 14:59:00,2
2019-02-06 15:00:00,4
2019-02-06 15:01:00,1
2019-02-06 15:02:00,1
2019-02-06 15:03:00,2
2019-02-06 15:06:00,3
2019-02-06 15:07:00,1
2019-02-06 15:08:00,1
2019-02-06 15:10:00,2
2019-02-06 15:14:00,1
2019-02-06 15:15:00,2
2019-02-06 15:16:00,4
2019-02-06 15:17:00,7
2019-02-06 15:18:00,3
2019-02-06 15:25:00,1
2019-02-06 15:27:00,1
2019-02-06 15:28:00,2
2019-02-06 15:29:00,2
2019-02-06 15:30:00,5
2019-02-06 15:36:00,7
2019-02-06 15:37:00,4
2019-02-06 15:38:00,3
2019-02-06 15:47:00,1
2019-02-06 15:49:00,1
2019-02-06 15:53:00,1
2019-02-06 15:56:00,1
2019-02-06 15:58:00,1
2019-02-06 16:00:00,1
2019-02-06 16:03:00,1
2019-02-06 16:06:00,1
2019-02-06 16:07:00,1
2019-02-06 16:08:00,1
2019-02-06 16:11:00,1
2019-02-06 16:12:00,1
2019-02-06 16:13:00,1
2019-02-06 16:16:00,15
2019-02-06 16:17:00,35
2019-02-06 16:18:00,37
2019-02-06 16:19:00,38
2019-02-06 16:20:00,31
2019-02-06 16:21:00,37
2019-02-06 16:22:00,34
2019-02-06 16:23:00,53
2019-02-06 16:24:00,40
2019-02-06 16:25:00,21
2019-02-06 16:26:00,38
2019-02-06 16:27:00,44
2019-02-06 16:28:00,27
2019-02-06 16:29:00,25
2019-02-06 16:30:00,24
2019-02-06 16:31:00,31
2019-02-06 16:32:00,35
2019-02-06 16:33:00,21
2019-02-06 16:34:00,39
2019-02-06 16:35:00,50
2019-02-06 16:36:00,27
2019-02-06 16:37:00,36
2019-02-06 16:38:00,42
2019-02-06 16:39:00,24
2019-02-06 16:40:00,47
2019-02-06 16:41:00,40
2019-02-06 16:42:00,29
2019-02-06 16:43:00,45
2019-02-06 16:44:00,22
2019-02-06 16:45:00,9
2019-02-06 16:46:00,11
2019-02-06 16:47:00,11
2019-02-06 16:48:00,13
2019-02-06 16:49:00,4
2019-02-06 16:50:00,10
2019-02-06 16:51:00,40
2019-02-06 16:52:00,28
2019-02-06 16:53:00,22
2019-02-06 16:54:00,30
2019-02-06 16:55:00,25
2019-02-06 16:56:00,25
2019-02-06 16:57:00,35
2019-02-06 16:58:00,30
2019-02-06 16:59:00,39
2019-02-06 17:00:00,25
2019-02-06 17:01:00,34
2019-02-06 17:02:00,27
2019-02-06 17:03:00,30
2019-02-06 17:04:00,28
2019-02-06 17:05:00,38
2019-02-06 17:06:00,39
2019-02-06 17:07:00,25
2019-02-06 17:08:00,35
2019-02-06 17:09:00,24
2019-02-06 17:10:00,26
2019-02-06 17:11:00,35
2019-02-06 17:12:00,33
2019-02-06 17:13:00,29
2019-02-06 17:14:00,30
2019-02-06 17:15:00,25
2019-02-06 17:16:00,28
2019-02-06 17:17:00,28
2019-02-06 17:18:00,34
2019-02-06 17:19:00,25
2019-02-06 17:20:00,35
2019-02-06 17:21:00,20
2019-02-06 17:22:00,34
2019-02-06 17:23:00,25
2019-02-06 17:24:00,22
2019-02-06 17:25:00,33
2019-02-06 17:26:00,22
2019-02-06 17:27:00,28
2019-02-06 17:28:00,32
2019-02-06 17:29:00,29
2019-02-06 17:30:00,27
2019-02-06 17:31:00,33
2019-02-06 17:32:00,33
2019-02-06 17:33:00,26
2019-02-06 17:34:00,26
2019-02-06 17:35:00,30
2019-02-06 17:36:00,35
2019-02-06 17:37:00,28
2019-02-06 17:38:00,37
2019-02-06 17:39:00,30
2019-02-06 17:40:00,35
2019-02-06 17:41:00,30
2019-02-06 17:42:00,25
2019-02-06 17:43:00,35
2019-02-06 17:44:00,29
2019-02-06 17:45:00,30
2019-02-06 17:46:00,33
2019-02-06 17:47:00,34
2019-02-06 17:48:00,26
2019-02-06 17:49:00,27
2019-02-06 17:50:00,26
2019-02-06 17:51:00,34
2019-02-06 17:52:00,30
2019-02-06 17:53:00,29
2019-02-06 17:54:00,35
2019-02-06 17:55:00,35
2019-02-06 17:56:00,32
2019-02-06 17:57:00,25
2019-02-06 17:58:00,32
2019-02-06 17:59:00,35
2019-02-06 18:00:00,15
2019-02-06 18:01:00,20
2019-02-06 18:02:00,25
2019-02-06 18:03:00,24
2019-02-06 18:04:00,36
2019-02-06 18:05:00,30
2019-02-06 18:06:00,45
2019-02-06 18:07:00,35
2019-02-06 18:08:00,44
2019-02-06 18:09:00,42
2019-02-06 18:10:00,49
2019-02-06 18:11:00,39
2019-02-06 18:12:00,39
2019-02-06 18:13:00,39
2019-02-06 18:14:00,41
2019-02-06 18:15:00,41
2019-02-06 18:16:00,47
2019-02-06 18:17:00,42
2019-02-06 18:18:00,33
2019-02-06 18:19:00,38
2019-02-06 18:20:00,36
2019-02-06 18:21:00,35
2019-02-06 18:22:00,20
2019-02-06 18:23:00,38
2019-02-06 18:24:00,41
2019-02-06 18:25:00,44
2019-02-06 18:26:00,32
2019-02-06 18:27:00,30
2019-02-06 18:28:00,35
2019-02-06 18:29:00,35
2019-02-06 18:30:00,30
2019-02-06 18:31:00,45
2019-02-06 18:55:00,3
2019-02-06 18:56:00,1
2019-02-06 19:01:00,2
2019-02-06 19:02:00,8
2019-02-06 19:03:00,8
2019-02-06 19:04:00,7
2019-02-06 19:13:00,1
2019-02-06 19:14:00,1
2019-02-06 19:15:00,1
2019-02-06 19:18:00,3
2019-02-06 19:19:00,1
2019-02-06 19:21:00,1
2019-02-06 19:22:00,5
2019-02-06 19:23:00,3
2019-02-06 19:24:00,2
2019-02-06 19:25:00,1
2019-02-06 19:26:00,1
2019-02-06 19:27:00,3
2019-02-06 19:28:00,3
2019-02-06 19:29:00,2
2019-02-06 19:44:00,1
2019-02-06 19:45:00,2
2019-02-06 19:46:00,1
2019-02-06 19:47:00,7
2019-02-06 19:48:00,8
2019-02-06 19:49:00,7
2019-02-06 19:50:00,3
2019-02-06 19:55:00,4
2019-02-06 19:56:00,32
2019-02-06 19:57:00,47
2019-02-06 19:58:00,8
2019-02-06 20:04:00,20
2019-02-06 20:05:00,60
2019-02-06 20:06:00,40
2019-02-06 20:07:00,35
2019-02-06 20:08:00,50
2019-02-06 20:09:00,39
2019-02-06 20:10:00,38
2019-02-06 20:11:00,41
2019-02-06 20:12:00,52
2019-02-06 20:13:00,39
2019-02-06 20:14:00,37
2019-02-06 20:15:00,45
2019-02-06 20:16:00,32
2019-02-06 20:17:00,47
