11018,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-06 20:18:00,29
2019-02-06 20:19:00,33
2019-02-06 20:20:00,37
2019-02-06 20:21:00,55
2019-02-06 20:22:00,35
2019-02-06 20:23:00,26
2019-02-06 20:24:00,47
2019-02-06 20:25:00,38
2019-02-06 20:26:00,39
2019-02-06 20:27:00,42
2019-02-06 20:28:00,10
2019-02-06 20:29:00,43
2019-02-06 20:30:00,42
2019-02-06 20:31:00,46
2019-02-06 20:32:00,42
2019-02-06 20:33:00,46
2019-02-06 20:34:00,46
2019-02-06 20:35:00,40
2019-02-06 20:36:00,43
2019-02-06 20:37:00,36
2019-02-06 20:38:00,53
2019-02-06 20:39:00,34
2019-02-06 20:40:00,42
2019-02-06 20:41:00,48
2019-02-06 20:42:00,44
2019-02-06 20:43:00,45
2019-02-06 20:44:00,35
2019-02-06 20:45:00,40
2019-02-06 20:46:00,54
2019-02-06 20:47:00,26
2019-02-06 20:48:00,45
2019-02-06 20:49:00,35
2019-02-06 20:50:00,49
2019-02-06 20:51:00,34
2019-02-06 20:52:00,42
2019-02-06 20:53:00,25
2019-02-06 20:54:00,51
2019-02-06 20:55:00,37
2019-02-06 20:56:00,42
2019-02-06 20:57:00,39
2019-02-06 20:58:00,42
2019-02-06 20:59:00,39
2019-02-06 21:00:00,50
2019-02-06 21:01:00,50
2019-02-06 21:02:00,35
2019-02-06 21:03:00,25
2019-02-06 21:04:00,30
2019-02-06 21:05:00,50
2019-02-06 21:06:00,45
2019-02-06 21:07:00,39
2019-02-06 21:08:00,40
2019-02-06 21:09:00,41
2019-02-06 21:10:00,45
2019-02-06 21:11:00,33
2019-02-06 21:12:00,49
2019-02-06 21:13:00,18
2019-02-06 21:15:00,45
2019-02-06 21:16:00,42
2019-02-06 21:17:00,40
2019-02-06 21:18:00,53
2019-02-06 21:19:00,36
2019-02-06 21:20:00,39
2019-02-06 21:21:00,40
2019-02-06 21:22:00,40
2019-02-06 21:23:00,34
2019-02-06 21:24:00,51
2019-02-06 21:25:00,40
2019-02-06 21:26:00,33
2019-02-06 21:27:00,45
2019-02-06 21:28:00,32
2019-02-06 21:29:00,45
2019-02-06 21:30:00,25
2019-02-06 21:32:00,38
2019-02-06 21:33:00,39
2019-02-06 21:34:00,43
2019-02-06 21:35:00,50
2019-02-06 21:36:00,30
2019-02-06 21:37:00,41
2019-02-06 21:38:00,46
2019-02-06 21:39:00,32
2019-02-06 21:40:00,46
2019-02-06 21:41:00,42
2019-02-06 21:42:00,43
2019-02-06 21:43:00,30
2019-02-06 21:44:00,45
2019-02-06 21:45:00,33
2019-02-06 21:46:00,43
2019-02-06 21:47:00,18
2019-02-06 21:48:00,48
2019-02-06 21:49:00,48
2019-02-06 21:50:00,44
2019-02-06 21:51:00,41
2019-02-06 21:52:00,50
2019-02-06 21:53:00,50
2019-02-06 21:54:00,27
2019-02-06 21:55:00,50
2019-02-06 21:56:00,39
2019-02-06 21:57:00,51
2019-02-06 21:58:00,34
2019-02-06 21:59:00,39
2019-02-06 22:00:00,34
2019-02-06 22:01:00,40
2019-02-06 22:02:00,41
2019-02-06 22:03:00,40
2019-02-06 22:04:00,30
2019-02-06 22:06:00,41
2019-02-06 22:07:00,43
2019-02-06 22:08:00,43
2019-02-06 22:09:00,38
2019-02-06 22:10:00,50
2019-02-06 22:11:00,26
2019-02-06 22:12:00,53
2019-02-06 22:13:00,21
2019-02-06 22:14:00,40
2019-02-06 22:16:00,1
2019-02-06 22:17:00,52
2019-02-06 22:18:00,37
2019-02-06 22:19:00,45
2019-02-06 22:20:00,50
2019-02-06 22:21:00,49
2019-02-06 22:22:00,31
2019-02-06 22:23:00,30
2019-02-06 22:24:00,54
2019-02-06 22:25:00,43
2019-02-06 22:26:00,34
2019-02-06 22:27:00,44
2019-02-06 22:28:00,45
2019-02-06 22:29:00,50
2019-02-06 22:30:00,50
2019-02-06 22:31:00,25
2019-02-06 22:32:00,10
2019-02-06 22:33:00,5
2019-02-06 22:34:00,15
2019-02-06 22:35:00,10
2019-02-06 22:36:00,14
2019-02-06 22:37:00,1
2019-02-06 22:38:00,20
2019-02-06 22:40:00,20
2019-02-06 22:49:00,44
2019-02-06 22:50:00,6
2019-02-06 22:51:00,10
2019-02-06 22:58:00,1
2019-02-06 22:59:00,49
2019-02-06 23:00:00,10
2019-02-06 23:01:00,5
2019-02-06 23:08:00,29
2019-02-06 23:09:00,21
2019-02-06 23:10:00,15
2019-02-06 23:11:00,10
2019-02-06 23:12:00,5
2019-02-06 23:13:00,10
2019-02-06 23:14:00,10
2019-02-06 23:24:00,38
2019-02-06 23:25:00,12
2019-02-06 23:26:00,15
2019-02-06 23:28:00,24
2019-02-06 23:29:00,1
2019-02-06 23:35:00,45
2019-02-06 23:37:00,20
2019-02-06 23:38:00,5
2019-02-06 23:39:00,10
2019-02-06 23:40:00,1
2019-02-06 23:41:00,34
2019-02-06 23:42:00,10
2019-02-06 23:44:00,20
2019-02-06 23:46:00,15
2019-02-06 23:52:00,11
2019-02-06 23:53:00,39
2019-02-06 23:55:00,15
2019-02-06 23:56:00,10
2019-02-06 23:57:00,5
2019-02-06 23:58:00,10
