658,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-06 14:05:00,1
2019-02-06 14:18:00,1
2019-02-06 14:34:00,1
2019-02-06 14:59:00,1
2019-02-06 15:00:00,1
2019-02-06 15:03:00,2
2019-02-06 19:47:00,1
2019-02-06 22:32:00,10
2019-02-06 22:33:00,5
2019-02-06 22:34:00,15
2019-02-06 22:35:00,10
2019-02-06 22:36:00,15
2019-02-06 22:37:00,5
2019-02-06 22:38:00,15
2019-02-06 22:40:00,20
2019-02-06 22:48:00,24
2019-02-06 22:49:00,26
2019-02-06 22:50:00,9
2019-02-06 22:51:00,1
2019-02-06 22:58:00,50
2019-02-06 23:00:00,10
2019-02-06 23:01:00,5
2019-02-06 23:07:00,10
2019-02-06 23:08:00,40
2019-02-06 23:10:00,15
2019-02-06 23:11:00,10
2019-02-06 23:12:00,8
2019-02-06 23:13:00,13
2019-02-06 23:14:00,4
2019-02-06 23:23:00,20
2019-02-06 23:24:00,30
2019-02-06 23:25:00,4
2019-02-06 23:26:00,11
2019-02-06 23:27:00,8
2019-02-06 23:28:00,17
2019-02-06 23:34:00,26
2019-02-06 23:35:00,19
2019-02-06 23:37:00,20
2019-02-06 23:38:00,5
2019-02-06 23:39:00,10
2019-02-06 23:40:00,20
2019-02-06 23:41:00,5
2019-02-06 23:42:00,10
2019-02-06 23:43:00,4
2019-02-06 23:44:00,16
2019-02-06 23:46:00,15
2019-02-06 23:51:00,2
2019-02-06 23:52:00,48
2019-02-06 23:55:00,15
2019-02-06 23:56:00,10
2019-02-06 23:57:00,15
