5369,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-02-06 00:00:00,3
2019-02-06 00:01:00,9
2019-02-06 00:03:00,8
2019-02-06 00:04:00,6
2019-02-06 00:05:00,1
2019-02-06 00:09:00,9
2019-02-06 00:10:00,3
2019-02-06 00:11:00,9
2019-02-06 00:13:00,8
2019-02-06 00:14:00,7
2019-02-06 00:15:00,1
2019-02-06 00:19:00,9
2019-02-06 00:20:00,3
2019-02-06 00:21:00,10
2019-02-06 00:23:00,8
2019-02-06 00:24:00,6
2019-02-06 00:25:00,1
2019-02-06 00:29:00,9
2019-02-06 00:30:00,3
2019-02-06 00:31:00,9
2019-02-06 00:33:00,8
2019-02-06 00:34:00,6
2019-02-06 00:35:00,1
2019-02-06 00:39:00,9
2019-02-06 00:40:00,3
2019-02-06 00:41:00,9
2019-02-06 00:43:00,8
2019-02-06 00:44:00,7
2019-02-06 00:45:00,1
2019-02-06 00:49:00,9
2019-02-06 00:50:00,3
2019-02-06 00:51:00,9
2019-02-06 00:53:00,8
2019-02-06 00:54:00,6
2019-02-06 00:55:00,1
2019-02-06 00:59:00,9
2019-02-06 01:00:00,3
2019-02-06 01:01:00,9
2019-02-06 01:03:00,8
2019-02-06 01:04:00,8
2019-02-06 01:05:00,1
2019-02-06 01:09:00,9
2019-02-06 01:10:00,3
2019-02-06 01:11:00,9
2019-02-06 01:13:00,8
2019-02-06 01:14:00,6
2019-02-06 01:15:00,1
2019-02-06 01:19:00,9
2019-02-06 01:20:00,3
2019-02-06 01:21:00,9
2019-02-06 01:23:00,8
2019-02-06 01:24:00,7
2019-02-06 01:25:00,1
2019-02-06 01:29:00,9
2019-02-06 01:30:00,3
2019-02-06 01:31:00,10
2019-02-06 01:33:00,8
2019-02-06 01:34:00,6
2019-02-06 01:35:00,1
2019-02-06 01:39:00,9
2019-02-06 01:40:00,3
2019-02-06 01:41:00,9
2019-02-06 01:43:00,8
2019-02-06 01:44:00,8
2019-02-06 01:45:00,1
2019-02-06 01:49:00,9
2019-02-06 01:50:00,3
2019-02-06 01:51:00,9
2019-02-06 01:53:00,8
2019-02-06 01:54:00,6
2019-02-06 01:55:00,1
2019-02-06 01:59:00,10
2019-02-06 02:00:00,3
2019-02-06 02:01:00,9
2019-02-06 02:03:00,8
2019-02-06 02:04:00,7
2019-02-06 02:05:00,1
2019-02-06 02:09:00,9
2019-02-06 02:10:00,3
2019-02-06 02:11:00,9
2019-02-06 02:13:00,8
2019-02-06 02:14:00,6
2019-02-06 02:15:00,1
2019-02-06 02:19:00,9
2019-02-06 02:20:00,3
2019-02-06 02:21:00,9
2019-02-06 02:23:00,8
2019-02-06 02:24:00,7
2019-02-06 02:25:00,1
2019-02-06 02:29:00,10
2019-02-06 02:30:00,3
2019-02-06 02:31:00,9
2019-02-06 02:33:00,8
2019-02-06 02:34:00,6
2019-02-06 02:35:00,1
2019-02-06 02:39:00,10
2019-02-06 02:40:00,3
2019-02-06 02:41:00,9
2019-02-06 02:43:00,8
2019-02-06 02:44:00,6
2019-02-06 02:45:00,1
2019-02-06 02:49:00,10
2019-02-06 02:50:00,3
2019-02-06 02:51:00,9
2019-02-06 02:53:00,8
2019-02-06 02:54:00,8
2019-02-06 02:55:00,1
2019-02-06 02:59:00,9
2019-02-06 03:00:00,3
2019-02-06 03:01:00,10
2019-02-06 03:03:00,8
2019-02-06 03:04:00,7
2019-02-06 03:05:00,1
2019-02-06 03:09:00,9
2019-02-06 03:10:00,3
2019-02-06 03:11:00,10
2019-02-06 03:13:00,8
2019-02-06 03:14:00,6
2019-02-06 03:15:00,1
2019-02-06 03:19:00,9
2019-02-06 03:20:00,3
2019-02-06 03:21:00,11
2019-02-06 03:23:00,8
2019-02-06 03:24:00,6
2019-02-06 03:25:00,1
2019-02-06 03:29:00,9
2019-02-06 03:30:00,3
2019-02-06 03:31:00,9
2019-02-06 03:33:00,8
2019-02-06 03:34:00,6
2019-02-06 03:35:00,1
2019-02-06 03:39:00,9
2019-02-06 03:40:00,3
2019-02-06 03:41:00,9
2019-02-06 03:43:00,8
2019-02-06 03:44:00,6
2019-02-06 03:45:00,1
2019-02-06 03:49:00,9
2019-02-06 03:50:00,3
2019-02-06 03:51:00,10
2019-02-06 03:53:00,8
2019-02-06 03:54:00,7
2019-02-06 03:55:00,1
2019-02-06 03:59:00,9
2019-02-06 04:00:00,4
2019-02-06 04:01:00,10
2019-02-06 04:03:00,8
2019-02-06 04:04:00,7
2019-02-06 04:05:00,1
2019-02-06 04:09:00,9
2019-02-06 04:10:00,3
2019-02-06 04:11:00,9
2019-02-06 04:13:00,8
2019-02-06 04:14:00,6
2019-02-06 04:15:00,1
2019-02-06 04:19:00,8
2019-02-06 04:20:00,4
2019-02-06 04:21:00,10
2019-02-06 04:23:00,8
2019-02-06 04:24:00,7
2019-02-06 04:25:00,1
2019-02-06 04:29:00,8
2019-02-06 04:30:00,5
2019-02-06 04:31:00,10
2019-02-06 04:33:00,8
2019-02-06 04:34:00,8
2019-02-06 04:35:00,1
2019-02-06 04:39:00,8
2019-02-06 04:40:00,4
2019-02-06 04:41:00,9
2019-02-06 04:43:00,8
2019-02-06 04:44:00,6
2019-02-06 04:45:00,1
2019-02-06 04:49:00,8
2019-02-06 04:50:00,4
2019-02-06 04:51:00,9
2019-02-06 04:53:00,8
2019-02-06 04:54:00,6
2019-02-06 04:55:00,1
2019-02-06 04:59:00,8
2019-02-06 05:00:00,4
