238,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-02-06 01:16:00,3
2019-02-06 01:17:00,1
2019-02-06 01:19:00,3
2019-02-06 01:20:00,1
2019-02-06 01:35:00,3
2019-02-06 01:36:00,1
2019-02-06 01:38:00,1
2019-02-06 01:47:00,1
2019-02-06 01:48:00,4
2019-02-06 01:51:00,1
2019-02-06 01:53:00,2
2019-02-06 02:09:00,1
2019-02-06 02:10:00,3
2019-02-06 02:11:00,1
2019-02-06 02:12:00,1
2019-02-06 02:37:00,2
2019-02-06 02:38:00,3
2019-02-06 02:40:00,1
2019-02-06 02:42:00,2
2019-02-06 03:25:00,1
2019-02-06 03:26:00,8
2019-02-06 03:27:00,1
2019-02-06 03:28:00,2
2019-02-06 03:30:00,2
2019-02-06 03:40:00,4
2019-02-06 03:41:00,6
2019-02-06 03:42:00,2
2019-02-06 03:44:00,2
2019-02-06 03:54:00,6
2019-02-06 03:55:00,2
2019-02-06 03:56:00,2
2019-02-06 03:57:00,2
2019-02-06 04:08:00,2
2019-02-06 04:09:00,6
2019-02-06 04:10:00,2
2019-02-06 04:11:00,1
2019-02-06 04:14:00,2
2019-02-06 04:23:00,8
2019-02-06 04:24:00,2
2019-02-06 04:26:00,1
2019-02-06 04:28:00,2
2019-02-06 04:37:00,6
2019-02-06 04:38:00,4
2019-02-06 04:40:00,1
2019-02-06 04:42:00,2
2019-02-06 05:21:00,1
2019-02-06 05:22:00,10
2019-02-06 05:24:00,1
2019-02-06 05:36:00,8
2019-02-06 05:38:00,2
2019-02-06 05:39:00,1
2019-02-06 05:40:00,2
2019-02-06 05:50:00,2
2019-02-06 05:51:00,4
2019-02-06 05:52:00,2
2019-02-06 05:53:00,2
2019-02-06 05:54:00,2
2019-02-06 06:52:00,6
2019-02-06 06:54:00,4
2019-02-06 06:56:00,2
2019-02-06 06:57:00,2
2019-02-06 07:06:00,6
2019-02-06 07:08:00,3
2019-02-06 07:09:00,1
2019-02-06 07:10:00,4
2019-02-06 07:20:00,2
2019-02-06 07:21:00,6
2019-02-06 07:23:00,4
2019-02-06 07:25:00,2
2019-02-06 07:34:00,3
2019-02-06 07:35:00,2
2019-02-06 07:36:00,1
2019-02-06 07:37:00,2
2019-02-06 07:39:00,1
2019-02-06 07:40:00,2
2019-02-06 07:54:00,1
2019-02-06 07:55:00,1
2019-02-06 07:56:00,1
2019-02-06 07:59:00,1
2019-02-06 08:14:00,8
2019-02-06 08:15:00,1
2019-02-06 08:16:00,1
2019-02-06 08:17:00,3
2019-02-06 08:20:00,2
2019-02-06 08:59:00,2
2019-02-06 09:00:00,1
2019-02-06 09:02:00,1
2019-02-06 09:40:00,3
2019-02-06 09:41:00,2
2019-02-06 09:42:00,3
2019-02-06 09:45:00,3
