69,select * from PhotozRF where objid=#
2019-02-06 00:03:00,1
2019-02-06 00:20:00,1
2019-02-06 00:36:00,1
2019-02-06 01:04:00,1
2019-02-06 01:34:00,1
2019-02-06 01:41:00,1
2019-02-06 01:45:00,1
2019-02-06 02:18:00,1
2019-02-06 02:34:00,1
2019-02-06 02:38:00,1
2019-02-06 03:04:00,1
2019-02-06 03:51:00,1
2019-02-06 04:23:00,1
2019-02-06 04:45:00,1
2019-02-06 04:52:00,1
2019-02-06 05:00:00,1
2019-02-06 05:11:00,1
2019-02-06 06:01:00,1
2019-02-06 06:10:00,1
2019-02-06 06:13:00,1
2019-02-06 06:16:00,1
2019-02-06 06:29:00,1
2019-02-06 06:51:00,1
2019-02-06 07:35:00,1
2019-02-06 08:06:00,1
2019-02-06 08:07:00,1
2019-02-06 08:41:00,1
2019-02-06 09:01:00,1
2019-02-06 09:11:00,1
2019-02-06 09:56:00,1
2019-02-06 10:48:00,1
2019-02-06 10:53:00,1
2019-02-06 11:12:00,1
2019-02-06 11:25:00,1
2019-02-06 12:14:00,1
2019-02-06 12:16:00,1
2019-02-06 12:30:00,1
2019-02-06 12:48:00,1
2019-02-06 13:03:00,1
2019-02-06 13:48:00,1
2019-02-06 14:05:00,1
2019-02-06 14:24:00,1
2019-02-06 15:57:00,1
2019-02-06 16:13:00,1
2019-02-06 16:20:00,1
2019-02-06 16:33:00,1
2019-02-06 16:50:00,1
2019-02-06 17:39:00,1
2019-02-06 17:49:00,1
2019-02-06 17:53:00,1
2019-02-06 18:11:00,1
2019-02-06 18:45:00,1
2019-02-06 19:01:00,1
2019-02-06 19:38:00,1
2019-02-06 20:09:00,1
2019-02-06 20:24:00,1
2019-02-06 20:38:00,1
2019-02-06 20:40:00,1
2019-02-06 20:59:00,1
2019-02-06 21:03:00,1
2019-02-06 21:21:00,1
2019-02-06 21:38:00,1
2019-02-06 22:07:00,1
2019-02-06 22:15:00,1
2019-02-06 23:00:00,1
2019-02-06 23:22:00,1
2019-02-06 23:23:00,1
2019-02-06 23:25:00,2
