26078,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-02-06 03:00:00,1
2019-02-06 03:01:00,7
2019-02-06 03:02:00,6
2019-02-06 03:03:00,6
2019-02-06 03:04:00,7
2019-02-06 03:05:00,10
2019-02-06 03:06:00,10
2019-02-06 03:07:00,12
2019-02-06 03:08:00,9
2019-02-06 03:09:00,10
2019-02-06 03:10:00,10
2019-02-06 03:11:00,10
2019-02-06 03:12:00,14
2019-02-06 03:13:00,10
2019-02-06 03:14:00,8
2019-02-06 03:15:00,11
2019-02-06 03:16:00,8
2019-02-06 03:17:00,11
2019-02-06 03:18:00,7
2019-02-06 03:19:00,11
2019-02-06 03:20:00,10
2019-02-06 03:21:00,8
2019-02-06 03:22:00,11
2019-02-06 03:23:00,13
2019-02-06 03:24:00,20
2019-02-06 03:25:00,22
2019-02-06 03:26:00,22
2019-02-06 03:27:00,22
2019-02-06 03:28:00,25
2019-02-06 03:29:00,21
2019-02-06 03:30:00,23
2019-02-06 03:31:00,18
2019-02-06 03:32:00,26
2019-02-06 03:33:00,23
2019-02-06 03:34:00,25
2019-02-06 03:35:00,25
2019-02-06 03:36:00,26
2019-02-06 03:37:00,24
2019-02-06 03:38:00,25
2019-02-06 03:39:00,26
2019-02-06 03:40:00,29
2019-02-06 03:41:00,27
2019-02-06 03:42:00,25
2019-02-06 03:43:00,27
2019-02-06 03:44:00,25
2019-02-06 03:45:00,25
2019-02-06 03:46:00,26
2019-02-06 03:47:00,26
2019-02-06 03:48:00,26
2019-02-06 03:49:00,27
2019-02-06 03:50:00,25
2019-02-06 03:51:00,25
2019-02-06 03:52:00,24
2019-02-06 03:53:00,25
2019-02-06 03:54:00,25
2019-02-06 03:55:00,24
2019-02-06 03:56:00,25
2019-02-06 03:57:00,24
2019-02-06 03:58:00,24
2019-02-06 03:59:00,25
2019-02-06 04:00:00,27
2019-02-06 04:01:00,26
2019-02-06 04:02:00,27
2019-02-06 04:03:00,28
2019-02-06 04:04:00,25
2019-02-06 04:05:00,23
2019-02-06 04:06:00,25
2019-02-06 04:07:00,24
2019-02-06 04:08:00,24
2019-02-06 04:09:00,24
2019-02-06 04:10:00,23
2019-02-06 04:11:00,24
2019-02-06 04:12:00,23
2019-02-06 04:13:00,24
2019-02-06 04:14:00,24
2019-02-06 04:15:00,25
2019-02-06 04:16:00,24
2019-02-06 04:17:00,25
2019-02-06 04:18:00,25
2019-02-06 04:19:00,23
2019-02-06 04:20:00,25
2019-02-06 04:21:00,24
2019-02-06 04:22:00,22
2019-02-06 04:23:00,24
2019-02-06 04:24:00,24
2019-02-06 04:25:00,23
2019-02-06 04:26:00,23
2019-02-06 04:27:00,25
2019-02-06 04:28:00,23
2019-02-06 04:29:00,24
2019-02-06 04:30:00,24
2019-02-06 04:31:00,24
2019-02-06 04:32:00,22
2019-02-06 04:33:00,23
2019-02-06 04:34:00,23
2019-02-06 04:35:00,24
2019-02-06 04:36:00,22
2019-02-06 04:37:00,23
2019-02-06 04:38:00,23
