64,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-11-17 00:45:00,1
2019-11-17 01:45:00,1
2019-11-17 02:45:00,1
2019-11-17 03:45:00,1
2019-11-17 04:45:00,1
2019-11-17 05:45:00,1
2019-11-17 06:47:00,1
2019-11-17 07:45:00,1
2019-11-17 08:45:00,1
2019-11-17 09:45:00,1
2019-11-17 10:45:00,1
2019-11-17 11:46:00,1
2019-11-17 12:46:00,1
2019-11-17 13:43:00,21
2019-11-17 13:44:00,6
2019-11-17 13:45:00,1
2019-11-17 14:32:00,9
2019-11-17 14:36:00,9
2019-11-17 14:46:00,1
2019-11-17 15:45:00,1
2019-11-17 16:45:00,1
2019-11-17 17:45:00,1
2019-11-17 18:45:00,1
