124,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-11-17 05:20:00,3
2019-11-17 05:22:00,2
2019-11-17 05:23:00,2
2019-11-17 05:25:00,1
2019-11-17 05:27:00,2
2019-11-17 05:28:00,2
2019-11-17 05:36:00,2
2019-11-17 05:37:00,2
2019-11-17 05:39:00,3
2019-11-17 05:40:00,1
2019-11-17 05:50:00,2
2019-11-17 05:51:00,2
2019-11-17 05:54:00,3
2019-11-17 05:58:00,1
2019-11-17 05:59:00,4
2019-11-17 06:00:00,4
2019-11-17 06:01:00,4
2019-11-17 06:04:00,1
2019-11-17 06:06:00,1
2019-11-17 06:11:00,1
2019-11-17 06:14:00,1
2019-11-17 06:15:00,2
2019-11-17 06:16:00,1
2019-11-17 06:19:00,1
2019-11-17 06:20:00,1
2019-11-17 06:21:00,1
2019-11-17 06:32:00,2
2019-11-17 06:33:00,2
2019-11-17 06:46:00,2
2019-11-17 06:47:00,2
2019-11-17 06:48:00,1
2019-11-17 06:52:00,2
2019-11-17 06:53:00,1
2019-11-17 07:53:00,1
2019-11-17 07:57:00,1
2019-11-17 07:58:00,1
2019-11-17 08:02:00,1
2019-11-17 09:30:00,2
2019-11-17 09:34:00,2
2019-11-17 09:47:00,1
2019-11-17 09:49:00,2
2019-11-17 09:50:00,2
2019-11-17 09:52:00,1
2019-11-17 09:55:00,2
2019-11-17 09:59:00,1
2019-11-17 10:00:00,4
2019-11-17 10:40:00,2
2019-11-17 10:41:00,2
2019-11-17 10:44:00,2
2019-11-17 10:48:00,2
2019-11-17 11:02:00,1
2019-11-17 11:06:00,1
2019-11-17 11:07:00,2
2019-11-17 12:02:00,4
2019-11-17 12:04:00,2
2019-11-17 12:06:00,2
2019-11-17 15:34:00,1
2019-11-17 15:35:00,1
2019-11-17 15:36:00,2
2019-11-17 17:49:00,2
2019-11-17 17:51:00,4
2019-11-17 17:53:00,2
2019-11-17 18:03:00,1
2019-11-17 18:13:00,4
2019-11-17 18:14:00,4
