5,"SELECT p.ra, p.dec, p.type, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM Photoz AS pz RIGHT JOIN PhotoObj AS p ON pz.objid = p.objid WHERE p.mode = # AND p.ra < # deg and p.ra > # deg AND p.dec < # deg and p.dec > # deg"
2019-12-20 05:25:00,1
2019-12-20 05:29:00,1
2019-12-20 05:31:00,1
2019-12-20 05:35:00,1
2019-12-20 05:46:00,1
