7,select top # * from [ipetroA_#]
2019-12-20 01:27:00,1
2019-12-20 01:53:00,1
2019-12-20 02:34:00,1
2019-12-20 02:35:00,1
2019-12-20 02:41:00,1
2019-12-20 02:45:00,1
2019-12-20 02:46:00,1
