88,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-12-20 02:28:00,1
2019-12-20 03:19:00,1
2019-12-20 03:30:00,2
2019-12-20 03:31:00,1
2019-12-20 03:46:00,1
2019-12-20 03:48:00,1
2019-12-20 10:14:00,1
2019-12-20 10:47:00,2
2019-12-20 10:51:00,1
2019-12-20 10:56:00,1
2019-12-20 11:03:00,1
2019-12-20 11:09:00,1
2019-12-20 11:24:00,1
2019-12-20 11:27:00,1
2019-12-20 11:29:00,1
2019-12-20 11:31:00,1
2019-12-20 11:33:00,1
2019-12-20 11:35:00,1
2019-12-20 11:37:00,1
2019-12-20 11:39:00,1
2019-12-20 11:40:00,2
2019-12-20 11:43:00,2
2019-12-20 11:46:00,1
2019-12-20 11:47:00,1
2019-12-20 11:50:00,2
2019-12-20 11:52:00,1
2019-12-20 12:01:00,1
2019-12-20 12:40:00,1
2019-12-20 12:53:00,1
2019-12-20 12:54:00,1
2019-12-20 14:47:00,2
2019-12-20 14:49:00,1
2019-12-20 14:50:00,1
2019-12-20 14:51:00,1
2019-12-20 15:03:00,1
2019-12-20 15:04:00,1
2019-12-20 15:07:00,1
2019-12-20 15:08:00,1
2019-12-20 15:09:00,1
2019-12-20 15:11:00,1
2019-12-20 15:13:00,1
2019-12-20 15:16:00,1
2019-12-20 15:18:00,1
2019-12-20 15:19:00,1
2019-12-20 15:20:00,1
2019-12-20 15:23:00,1
2019-12-20 15:26:00,1
2019-12-20 15:27:00,1
2019-12-20 15:28:00,1
2019-12-20 15:30:00,1
2019-12-20 15:33:00,1
2019-12-20 15:36:00,1
2019-12-20 15:38:00,1
2019-12-20 15:39:00,1
2019-12-20 15:42:00,1
2019-12-20 15:46:00,1
2019-12-20 15:54:00,1
2019-12-20 16:04:00,1
2019-12-20 16:05:00,2
2019-12-20 16:11:00,1
2019-12-20 16:13:00,1
2019-12-20 16:18:00,1
2019-12-20 16:19:00,1
2019-12-20 16:20:00,2
2019-12-20 16:23:00,2
2019-12-20 16:26:00,1
2019-12-20 16:31:00,1
2019-12-20 16:41:00,1
2019-12-20 16:42:00,1
2019-12-20 16:49:00,1
2019-12-20 16:50:00,1
2019-12-20 17:37:00,1
2019-12-20 17:38:00,1
2019-12-20 17:40:00,1
2019-12-20 17:41:00,1
2019-12-20 17:42:00,1
2019-12-20 17:44:00,1
2019-12-20 17:45:00,1
2019-12-20 17:48:00,1
