41,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-12-20 00:51:00,1
2019-12-20 00:53:00,1
2019-12-20 00:54:00,1
2019-12-20 00:57:00,1
2019-12-20 01:00:00,1
2019-12-20 01:02:00,1
2019-12-20 01:04:00,1
2019-12-20 01:05:00,1
2019-12-20 01:08:00,1
2019-12-20 01:09:00,1
2019-12-20 01:13:00,2
2019-12-20 01:15:00,1
2019-12-20 01:18:00,1
2019-12-20 01:21:00,1
2019-12-20 01:23:00,1
2019-12-20 01:24:00,1
2019-12-20 01:27:00,1
2019-12-20 01:28:00,1
2019-12-20 01:31:00,1
2019-12-20 01:32:00,1
2019-12-20 01:34:00,1
2019-12-20 01:36:00,1
2019-12-20 01:38:00,1
2019-12-20 02:42:00,1
2019-12-20 02:49:00,1
2019-12-20 02:51:00,1
2019-12-20 05:12:00,1
2019-12-20 05:13:00,1
2019-12-20 05:14:00,1
2019-12-20 05:17:00,2
2019-12-20 05:25:00,1
2019-12-20 05:26:00,1
2019-12-20 05:27:00,1
2019-12-20 05:28:00,1
2019-12-20 05:36:00,2
2019-12-20 08:29:00,1
2019-12-20 08:34:00,1
2019-12-20 08:42:00,1
