123,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-12-20 02:15:00,1
2019-12-20 03:05:00,1
2019-12-20 04:15:00,4
2019-12-20 06:15:00,3
2019-12-20 06:25:00,1
2019-12-20 07:25:00,3
2019-12-20 07:40:00,8
2019-12-20 09:20:00,1
2019-12-20 11:25:00,3
2019-12-20 12:15:00,1
2019-12-20 12:18:00,5
2019-12-20 13:15:00,12
2019-12-20 13:20:00,1
2019-12-20 13:24:00,7
2019-12-20 14:20:00,1
2019-12-20 14:22:00,1
2019-12-20 15:25:00,30
2019-12-20 15:26:00,17
2019-12-20 17:15:00,9
2019-12-20 21:40:00,14
