12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-12-20 15:14:00,1
2019-12-20 15:25:00,1
2019-12-20 15:35:00,1
2019-12-20 15:39:00,1
2019-12-20 15:44:00,1
2019-12-20 15:48:00,1
2019-12-20 15:53:00,1
2019-12-20 15:58:00,1
2019-12-20 16:48:00,1
2019-12-20 16:51:00,1
2019-12-20 16:57:00,1
2019-12-20 17:01:00,1
