143,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec># and p.dec<# and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-03-01 00:55:00,3
2019-03-01 00:56:00,3
2019-03-01 00:57:00,4
2019-03-01 00:58:00,1
2019-03-01 00:59:00,5
2019-03-01 01:00:00,2
2019-03-01 01:01:00,2
2019-03-01 01:02:00,2
2019-03-01 01:03:00,2
2019-03-01 01:05:00,3
2019-03-01 01:07:00,2
2019-03-01 01:08:00,2
2019-03-01 01:09:00,4
2019-03-01 01:10:00,4
2019-03-01 01:11:00,4
2019-03-01 01:12:00,7
2019-03-01 01:13:00,8
2019-03-01 01:14:00,2
2019-03-01 01:15:00,1
2019-03-01 01:18:00,2
2019-03-01 01:19:00,1
2019-03-01 01:20:00,2
2019-03-01 01:21:00,4
2019-03-01 01:25:00,1
2019-03-01 01:30:00,3
2019-03-01 01:31:00,1
2019-03-01 01:33:00,2
2019-03-01 01:35:00,1
2019-03-01 15:52:00,3
2019-03-01 15:55:00,18
2019-03-01 15:56:00,8
2019-03-01 15:59:00,16
2019-03-01 16:00:00,14
2019-03-01 16:02:00,4
2019-03-01 16:03:00,2
