1382,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-03-01 13:33:00,60
2019-03-01 13:36:00,36
2019-03-01 13:41:00,115
2019-03-01 13:51:00,67
2019-03-01 13:57:00,109
2019-03-01 13:58:00,30
2019-03-01 14:02:00,3
2019-03-01 14:03:00,91
2019-03-01 14:18:00,58
2019-03-01 14:19:00,36
2019-03-01 14:21:00,58
2019-03-01 14:22:00,55
2019-03-01 14:48:00,16
2019-03-01 14:51:00,47
2019-03-01 15:00:00,20
2019-03-01 15:01:00,33
2019-03-01 15:02:00,32
2019-03-01 15:04:00,27
2019-03-01 15:10:00,43
2019-03-01 15:31:00,88
2019-03-01 15:35:00,34
2019-03-01 15:40:00,72
2019-03-01 16:05:00,40
2019-03-01 16:08:00,23
2019-03-01 21:18:00,1
2019-03-01 21:19:00,2
2019-03-01 21:20:00,17
2019-03-01 21:21:00,18
2019-03-01 21:22:00,17
2019-03-01 21:23:00,18
2019-03-01 21:24:00,19
2019-03-01 21:25:00,18
2019-03-01 21:26:00,24
2019-03-01 21:27:00,28
2019-03-01 21:28:00,19
2019-03-01 21:29:00,8
