33825,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-01 00:18:00,13
2019-03-01 00:19:00,302
2019-03-01 00:20:00,13
2019-03-01 00:21:00,289
2019-03-01 00:22:00,18
2019-03-01 00:23:00,12
2019-03-01 00:24:00,6
2019-03-01 00:25:00,66
2019-03-01 00:26:00,83
2019-03-01 00:27:00,53
2019-03-01 00:28:00,42
2019-03-01 00:29:00,1
2019-03-01 00:30:00,8
2019-03-01 00:31:00,5
2019-03-01 00:32:00,29
2019-03-01 00:33:00,4
2019-03-01 00:34:00,14
2019-03-01 00:35:00,96
2019-03-01 00:36:00,117
2019-03-01 00:37:00,55
2019-03-01 00:38:00,54
2019-03-01 00:39:00,64
2019-03-01 00:40:00,49
2019-03-01 00:41:00,50
2019-03-01 00:42:00,52
2019-03-01 00:43:00,60
2019-03-01 00:44:00,56
2019-03-01 00:45:00,111
2019-03-01 00:58:00,2
2019-03-01 01:03:00,3
2019-03-01 01:19:00,31
2019-03-01 01:56:00,2
2019-03-01 02:13:00,6
2019-03-01 02:34:00,1
2019-03-01 02:40:00,38
2019-03-01 08:56:00,32
2019-03-01 08:57:00,68
2019-03-01 08:58:00,57
2019-03-01 08:59:00,49
2019-03-01 09:00:00,8
2019-03-01 09:02:00,1
2019-03-01 09:03:00,54
2019-03-01 09:04:00,73
2019-03-01 09:05:00,98
2019-03-01 09:16:00,1
2019-03-01 09:33:00,48
2019-03-01 09:56:00,24
2019-03-01 10:04:00,24
2019-03-01 10:19:00,1
2019-03-01 10:20:00,42
2019-03-01 10:23:00,167
2019-03-01 10:24:00,79
2019-03-01 10:32:00,52
2019-03-01 10:45:00,2
2019-03-01 10:57:00,742
2019-03-01 10:58:00,645
2019-03-01 10:59:00,1070
2019-03-01 11:00:00,119
2019-03-01 11:04:00,15
2019-03-01 11:05:00,8
2019-03-01 11:06:00,6
2019-03-01 11:07:00,7
2019-03-01 11:08:00,6
2019-03-01 11:09:00,5
2019-03-01 11:10:00,3
2019-03-01 11:11:00,1
2019-03-01 11:14:00,13
2019-03-01 11:15:00,7
2019-03-01 11:16:00,8
2019-03-01 11:17:00,8
2019-03-01 11:18:00,7
2019-03-01 11:19:00,5
2019-03-01 11:23:00,9
2019-03-01 11:24:00,6
2019-03-01 11:25:00,7
2019-03-01 11:26:00,5
2019-03-01 11:27:00,7
2019-03-01 11:28:00,6
2019-03-01 11:29:00,3
2019-03-01 11:30:00,2
2019-03-01 11:31:00,1
2019-03-01 12:18:00,10
2019-03-01 12:19:00,4
2019-03-01 12:20:00,7
2019-03-01 12:21:00,5
2019-03-01 12:22:00,7
2019-03-01 12:23:00,6
2019-03-01 12:24:00,6
2019-03-01 12:25:00,5
2019-03-01 12:26:00,6
2019-03-01 12:27:00,11
2019-03-01 12:28:00,6
2019-03-01 12:29:00,6
2019-03-01 12:30:00,6
2019-03-01 12:31:00,8
2019-03-01 12:32:00,4
2019-03-01 12:33:00,7
2019-03-01 12:34:00,5
2019-03-01 12:35:00,15
2019-03-01 12:36:00,5
2019-03-01 12:37:00,8
2019-03-01 12:38:00,8
2019-03-01 12:39:00,6
2019-03-01 12:40:00,8
2019-03-01 12:41:00,4
2019-03-01 12:42:00,14
2019-03-01 12:43:00,5
2019-03-01 12:44:00,8
2019-03-01 12:45:00,7
2019-03-01 12:46:00,5
2019-03-01 12:47:00,7
2019-03-01 12:48:00,5
2019-03-01 12:49:00,4
2019-03-01 12:50:00,12
2019-03-01 12:51:00,6
2019-03-01 12:52:00,5
2019-03-01 12:53:00,8
2019-03-01 12:54:00,6
2019-03-01 12:55:00,4
2019-03-01 12:56:00,6
2019-03-01 12:57:00,4
2019-03-01 12:58:00,4
2019-03-01 13:02:00,64
2019-03-01 13:07:00,252
2019-03-01 13:08:00,108
2019-03-01 13:09:00,27
2019-03-01 13:10:00,47
2019-03-01 13:11:00,16
2019-03-01 13:12:00,46
2019-03-01 13:13:00,19
2019-03-01 13:14:00,574
2019-03-01 13:15:00,7
2019-03-01 13:16:00,24
2019-03-01 13:32:00,2
2019-03-01 13:43:00,1
2019-03-01 13:49:00,861
2019-03-01 13:50:00,540
2019-03-01 13:51:00,269
2019-03-01 13:52:00,412
2019-03-01 13:53:00,40
2019-03-01 13:54:00,4
2019-03-01 14:09:00,1
2019-03-01 14:10:00,1
2019-03-01 14:12:00,1
2019-03-01 14:25:00,59
2019-03-01 14:27:00,2
2019-03-01 14:37:00,60
2019-03-01 14:38:00,533
2019-03-01 14:40:00,1
2019-03-01 14:46:00,272
2019-03-01 14:47:00,1258
2019-03-01 14:48:00,653
2019-03-01 14:49:00,61
2019-03-01 14:50:00,83
2019-03-01 14:51:00,65
2019-03-01 14:52:00,70
2019-03-01 14:53:00,67
2019-03-01 14:54:00,43
2019-03-01 14:55:00,54
2019-03-01 14:56:00,43
2019-03-01 14:57:00,165
2019-03-01 14:58:00,245
2019-03-01 14:59:00,205
2019-03-01 15:00:00,15
2019-03-01 15:01:00,21
2019-03-01 15:02:00,15
2019-03-01 15:03:00,16
2019-03-01 15:04:00,13
2019-03-01 15:05:00,23
2019-03-01 15:06:00,11
2019-03-01 15:07:00,17
2019-03-01 15:08:00,13
2019-03-01 15:09:00,25
2019-03-01 15:10:00,19
2019-03-01 15:11:00,20
2019-03-01 15:12:00,20
2019-03-01 15:13:00,37
2019-03-01 15:14:00,174
2019-03-01 15:16:00,35
2019-03-01 15:17:00,326
2019-03-01 15:18:00,411
2019-03-01 15:19:00,2
2019-03-01 15:29:00,2
2019-03-01 15:30:00,131
2019-03-01 15:39:00,959
2019-03-01 15:40:00,1122
2019-03-01 15:41:00,1125
2019-03-01 15:42:00,390
2019-03-01 15:43:00,20
2019-03-01 15:44:00,118
2019-03-01 15:53:00,55
2019-03-01 16:03:00,1
2019-03-01 16:08:00,1
2019-03-01 16:09:00,1
2019-03-01 16:10:00,164
2019-03-01 16:11:00,7
2019-03-01 16:16:00,847
2019-03-01 16:17:00,584
2019-03-01 16:18:00,1
2019-03-01 16:26:00,364
2019-03-01 16:27:00,252
2019-03-01 16:28:00,118
2019-03-01 16:34:00,55
2019-03-01 16:35:00,491
2019-03-01 16:36:00,7
2019-03-01 16:37:00,311
2019-03-01 16:38:00,1
2019-03-01 16:43:00,339
2019-03-01 16:44:00,1128
2019-03-01 16:45:00,18
2019-03-01 16:46:00,17
2019-03-01 16:47:00,23
2019-03-01 16:48:00,7
2019-03-01 16:49:00,3
2019-03-01 16:50:00,53
2019-03-01 16:51:00,11
2019-03-01 16:52:00,13
2019-03-01 16:53:00,6
2019-03-01 16:54:00,15
2019-03-01 16:55:00,12
2019-03-01 16:56:00,7
2019-03-01 16:57:00,5
2019-03-01 16:58:00,18
2019-03-01 16:59:00,8
2019-03-01 17:00:00,10
2019-03-01 17:01:00,6
2019-03-01 17:02:00,6
2019-03-01 17:03:00,46
2019-03-01 17:04:00,4
2019-03-01 17:05:00,119
2019-03-01 17:06:00,3
2019-03-01 17:09:00,51
2019-03-01 17:12:00,166
2019-03-01 17:13:00,201
2019-03-01 17:14:00,422
2019-03-01 17:15:00,21
2019-03-01 17:16:00,36
2019-03-01 17:17:00,19
2019-03-01 17:18:00,10
2019-03-01 17:19:00,13
2019-03-01 17:20:00,13
2019-03-01 17:21:00,6
2019-03-01 17:22:00,8
2019-03-01 17:23:00,12
2019-03-01 17:24:00,59
2019-03-01 17:25:00,155
2019-03-01 17:26:00,18
2019-03-01 17:27:00,36
2019-03-01 17:28:00,46
2019-03-01 17:29:00,22
2019-03-01 17:30:00,56
2019-03-01 17:31:00,44
2019-03-01 17:32:00,33
2019-03-01 17:33:00,18
2019-03-01 17:34:00,6
2019-03-01 17:35:00,22
2019-03-01 17:36:00,34
2019-03-01 17:37:00,44
2019-03-01 17:38:00,23
2019-03-01 17:39:00,52
2019-03-01 17:40:00,27
2019-03-01 17:41:00,15
2019-03-01 17:42:00,31
2019-03-01 17:43:00,21
2019-03-01 17:44:00,29
2019-03-01 17:45:00,40
2019-03-01 17:46:00,37
2019-03-01 17:47:00,35
2019-03-01 17:48:00,46
2019-03-01 17:49:00,17
2019-03-01 17:59:00,2
2019-03-01 18:00:00,39
2019-03-01 18:01:00,43
2019-03-01 18:02:00,39
2019-03-01 18:03:00,10
2019-03-01 18:04:00,5
2019-03-01 18:05:00,10
2019-03-01 18:06:00,10
2019-03-01 18:07:00,65
2019-03-01 18:08:00,536
2019-03-01 18:09:00,1216
2019-03-01 18:10:00,621
2019-03-01 18:11:00,62
2019-03-01 18:12:00,108
2019-03-01 18:13:00,103
2019-03-01 18:14:00,8
2019-03-01 18:15:00,14
2019-03-01 18:16:00,17
2019-03-01 18:17:00,14
2019-03-01 18:18:00,10
2019-03-01 18:19:00,13
2019-03-01 18:20:00,30
2019-03-01 18:21:00,16
2019-03-01 18:22:00,6
2019-03-01 18:23:00,21
2019-03-01 18:24:00,14
2019-03-01 18:25:00,7
2019-03-01 18:26:00,17
2019-03-01 18:27:00,4
