55,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-01 13:24:00,1
2019-03-01 13:25:00,1
2019-03-01 16:11:00,1
2019-03-01 16:19:00,1
2019-03-01 16:20:00,1
2019-03-01 16:21:00,1
2019-03-01 16:23:00,1
2019-03-01 16:25:00,1
2019-03-01 16:33:00,1
2019-03-01 16:40:00,1
2019-03-01 16:41:00,1
2019-03-01 16:42:00,2
2019-03-01 16:43:00,2
2019-03-01 16:44:00,1
2019-03-01 16:48:00,2
2019-03-01 16:49:00,1
2019-03-01 16:52:00,2
2019-03-01 16:53:00,1
2019-03-01 16:55:00,1
2019-03-01 16:56:00,1
2019-03-01 16:57:00,2
2019-03-01 16:58:00,6
2019-03-01 16:59:00,1
2019-03-01 17:05:00,2
2019-03-01 17:06:00,2
2019-03-01 17:07:00,3
2019-03-01 17:08:00,3
2019-03-01 17:09:00,2
2019-03-01 17:10:00,2
2019-03-01 17:11:00,3
2019-03-01 17:12:00,3
2019-03-01 17:14:00,1
2019-03-01 17:15:00,1
