5,"SELECT s.ra, s.dec, s.psfMag_g as g, s.psfMag_r as r, s.psfMag_i as i, s.psfMag_z as z FROM dbo.fGetNearbyObjEq(#, #, #) AS n JOIN Star AS s ON n.objID = s.objID"
2019-03-01 21:53:00,1
2019-03-01 21:54:00,1
2019-03-01 22:14:00,1
2019-03-01 22:48:00,1
2019-03-01 23:38:00,1
