27,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-03-01 00:20:00,1
2019-03-01 00:21:00,1
2019-03-01 00:25:00,1
2019-03-01 00:27:00,1
2019-03-01 00:29:00,1
2019-03-01 00:31:00,1
2019-03-01 00:33:00,1
2019-03-01 00:36:00,1
2019-03-01 00:38:00,1
2019-03-01 00:40:00,1
2019-03-01 00:43:00,1
2019-03-01 00:45:00,1
2019-03-01 00:48:00,1
2019-03-01 00:50:00,1
2019-03-01 00:52:00,1
2019-03-01 00:55:00,1
2019-03-01 05:02:00,1
2019-03-01 05:09:00,1
2019-03-01 05:10:00,1
2019-03-01 05:11:00,1
2019-03-01 05:12:00,1
2019-03-01 05:14:00,1
2019-03-01 05:21:00,1
2019-03-01 05:22:00,1
2019-03-01 05:23:00,1
2019-03-01 05:24:00,1
2019-03-01 05:31:00,1
