3,"select specObjID, ra, dec, z, logMass, ssfr, cModelAbsMag_r, cModelAbsMag_g,cModelAbsMag_u, chi2, cModelAbsMag_z, cModelAbsMag_i  from stellarMassFSPSGranEarlyDust where z < # AND ssfr <> # AND cModelAbsMag_r < #"
2019-03-01 14:41:00,1
2019-03-01 14:46:00,1
2019-03-01 14:53:00,1
