5,"select count(*) from galaxy p, specobj s where p.objid=s.bestobjid and s.z BETWEEN # AND #"
2019-09-24 18:02:00,1
2019-09-24 18:03:00,1
2019-09-24 19:20:00,1
2019-09-24 19:42:00,1
2019-09-24 22:09:00,1
