278,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-09-24 01:37:00,6
2019-09-24 01:39:00,1
2019-09-24 02:00:00,8
2019-09-24 02:01:00,2
2019-09-24 02:02:00,2
2019-09-24 02:05:00,2
2019-09-24 02:15:00,8
2019-09-24 02:16:00,2
2019-09-24 02:17:00,1
2019-09-24 02:19:00,2
2019-09-24 02:29:00,2
2019-09-24 02:30:00,6
2019-09-24 02:31:00,2
2019-09-24 02:32:00,2
2019-09-24 02:34:00,2
2019-09-24 03:54:00,11
2019-09-24 03:55:00,2
2019-09-24 03:56:00,1
2019-09-24 03:57:00,1
2019-09-24 03:59:00,2
2019-09-24 04:01:00,11
2019-09-24 04:04:00,3
2019-09-24 04:07:00,2
2019-09-24 04:10:00,11
2019-09-24 04:12:00,2
2019-09-24 04:17:00,4
2019-09-24 04:18:00,3
2019-09-24 04:20:00,2
2019-09-24 04:23:00,2
2019-09-24 04:32:00,2
2019-09-24 04:33:00,8
2019-09-24 04:36:00,1
2019-09-24 04:38:00,2
2019-09-24 04:46:00,2
2019-09-24 04:47:00,6
2019-09-24 04:48:00,2
2019-09-24 04:49:00,2
2019-09-24 04:51:00,2
2019-09-24 05:00:00,8
2019-09-24 05:01:00,2
2019-09-24 05:02:00,2
2019-09-24 05:05:00,2
2019-09-24 05:16:00,8
2019-09-24 05:17:00,2
2019-09-24 05:18:00,1
2019-09-24 05:20:00,2
2019-09-24 05:30:00,7
2019-09-24 05:31:00,1
2019-09-24 05:32:00,4
2019-09-24 05:51:00,8
2019-09-24 05:52:00,2
2019-09-24 05:53:00,2
2019-09-24 05:55:00,2
2019-09-24 06:21:00,2
2019-09-24 06:22:00,1
2019-09-24 06:24:00,1
2019-09-24 06:47:00,1
2019-09-24 06:48:00,2
2019-09-24 06:50:00,1
2019-09-24 07:15:00,1
2019-09-24 07:16:00,2
2019-09-24 07:18:00,3
2019-09-24 07:36:00,2
2019-09-24 07:37:00,6
2019-09-24 07:38:00,2
2019-09-24 07:39:00,1
2019-09-24 07:43:00,2
2019-09-24 07:58:00,3
2019-09-24 07:59:00,5
2019-09-24 08:01:00,1
2019-09-24 08:04:00,2
2019-09-24 08:11:00,4
2019-09-24 08:12:00,3
2019-09-24 08:13:00,1
2019-09-24 08:14:00,2
2019-09-24 08:15:00,2
2019-09-24 08:16:00,2
2019-09-24 08:26:00,4
2019-09-24 08:27:00,4
2019-09-24 08:29:00,3
2019-09-24 08:31:00,2
2019-09-24 08:40:00,2
2019-09-24 08:41:00,4
2019-09-24 08:42:00,4
2019-09-24 08:43:00,2
2019-09-24 08:45:00,2
2019-09-24 08:55:00,6
2019-09-24 08:56:00,2
2019-09-24 08:57:00,4
2019-09-24 08:59:00,2
