2,"SELECT TOP # p.run,p.rerun,p.camCol,p.field,p.obj FROM BESTDR7..Galaxy AS p 	JOIN dbo.fGetNearbyObjEq(#,#,#) AS b ON b.objID = p.objID"
2019-09-24 18:00:00,1
2019-09-24 18:01:00,1
