14,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-24 14:05:00,1
2019-09-24 14:09:00,1
2019-09-24 14:11:00,1
2019-09-24 14:13:00,1
2019-09-24 14:17:00,1
2019-09-24 14:22:00,1
2019-09-24 14:25:00,1
2019-09-24 14:30:00,1
2019-09-24 14:33:00,1
2019-09-24 14:36:00,1
2019-09-24 14:47:00,1
2019-09-24 14:50:00,1
2019-09-24 14:56:00,1
2019-09-24 15:01:00,1
