12,"select count(*) from galaxy p, specobj s, dbo.fgetNearByObjEq(#,#,#) n where p.objid=s.bestobjid and p.objid=n.objid and s.bestobjid=n.objid and s.z BETWEEN # AND #"
2019-09-24 18:19:00,3
2019-09-24 18:20:00,1
2019-09-24 19:19:00,2
2019-09-24 19:24:00,1
2019-09-24 19:26:00,1
2019-09-24 20:05:00,1
2019-09-24 20:06:00,1
2019-09-24 21:14:00,1
2019-09-24 22:18:00,1
