32,select * from SpecLine where specObjId=#
2019-09-24 07:46:00,1
2019-09-24 14:40:00,1
2019-09-24 14:46:00,1
2019-09-24 14:48:00,1
2019-09-24 14:52:00,1
2019-09-24 15:22:00,1
2019-09-24 15:23:00,1
2019-09-24 15:27:00,1
2019-09-24 17:51:00,1
2019-09-24 18:36:00,1
2019-09-24 18:39:00,2
2019-09-24 18:41:00,2
2019-09-24 18:42:00,1
2019-09-24 18:43:00,6
2019-09-24 18:44:00,2
2019-09-24 18:45:00,2
2019-09-24 18:46:00,2
2019-09-24 18:47:00,1
2019-09-24 18:48:00,1
2019-09-24 18:49:00,3
