19,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-09-24 02:13:00,1
2019-09-24 02:39:00,1
2019-09-24 02:55:00,1
2019-09-24 11:58:00,1
2019-09-24 15:58:00,1
2019-09-24 15:59:00,1
2019-09-24 16:04:00,1
2019-09-24 16:07:00,1
2019-09-24 16:14:00,1
2019-09-24 19:03:00,1
2019-09-24 19:05:00,1
2019-09-24 20:07:00,4
2019-09-24 20:08:00,1
2019-09-24 20:25:00,1
2019-09-24 21:26:00,2
