25,select * from sppLines where specObjId=#
2019-02-24 00:20:00,1
2019-02-24 01:36:00,1
2019-02-24 02:00:00,3
2019-02-24 02:06:00,1
2019-02-24 03:51:00,1
2019-02-24 04:36:00,1
2019-02-24 04:41:00,1
2019-02-24 07:09:00,1
2019-02-24 07:36:00,1
2019-02-24 08:20:00,1
2019-02-24 09:39:00,1
2019-02-24 10:12:00,1
2019-02-24 10:49:00,1
2019-02-24 11:06:00,1
2019-02-24 13:44:00,1
2019-02-24 14:58:00,1
2019-02-24 18:36:00,1
2019-02-24 18:39:00,1
2019-02-24 19:24:00,1
2019-02-24 20:14:00,1
2019-02-24 21:39:00,1
2019-02-24 23:23:00,1
2019-02-24 23:50:00,1
