27,select * from stellarMassPCAWiscM1# where specObjId=#
2019-02-24 04:21:00,1
2019-02-24 04:32:00,1
2019-02-24 05:22:00,1
2019-02-24 05:37:00,1
2019-02-24 06:24:00,1
2019-02-24 06:27:00,1
2019-02-24 07:26:00,1
2019-02-24 07:38:00,1
2019-02-24 08:25:00,1
2019-02-24 08:41:00,1
2019-02-24 08:55:00,1
2019-02-24 09:46:00,1
2019-02-24 09:52:00,1
2019-02-24 11:35:00,1
2019-02-24 12:33:00,1
2019-02-24 12:56:00,1
2019-02-24 13:28:00,1
2019-02-24 13:43:00,1
2019-02-24 14:04:00,1
2019-02-24 18:29:00,1
2019-02-24 18:39:00,1
2019-02-24 20:37:00,1
2019-02-24 20:53:00,1
2019-02-24 21:56:00,1
2019-02-24 23:07:00,1
2019-02-24 23:27:00,1
2019-02-24 23:28:00,1
