12,"SELECT TOP # p.objid, p.ra,p.dec,p.petror9#_r, p.dered_g, p.dered_r, s.z as z_spec, s.zErr   FROM Galaxy as p    JOIN ZooNoSpec AS zns ON p.objid = zns.objid    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.clean=# and zns.nvote >= # AND zns.p_el > # AND p.dered_g/p.err_g > # AND p.dered_r/p.err_r > #     AND s.z BETWEEN # and #"
2019-02-24 14:34:00,1
2019-02-24 14:57:00,3
2019-02-24 14:58:00,2
2019-02-24 14:59:00,2
2019-02-24 15:01:00,1
2019-02-24 15:03:00,1
2019-02-24 15:07:00,1
2019-02-24 15:33:00,1
