1019,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-02-24 00:36:00,18
2019-02-24 02:28:00,42
2019-02-24 02:53:00,42
2019-02-24 04:02:00,42
2019-02-24 04:10:00,42
2019-02-24 04:19:00,1
2019-02-24 04:20:00,2
2019-02-24 04:53:00,42
2019-02-24 05:53:00,18
2019-02-24 06:19:00,18
2019-02-24 06:20:00,42
2019-02-24 07:53:00,1
2019-02-24 09:50:00,42
2019-02-24 10:47:00,84
2019-02-24 11:33:00,42
2019-02-24 12:17:00,42
2019-02-24 13:22:00,42
2019-02-24 14:11:00,42
2019-02-24 16:08:00,42
2019-02-24 16:54:00,42
2019-02-24 17:08:00,15
2019-02-24 17:09:00,69
2019-02-24 17:12:00,18
2019-02-24 17:19:00,42
2019-02-24 18:03:00,42
2019-02-24 18:16:00,18
2019-02-24 19:05:00,42
2019-02-24 19:16:00,42
2019-02-24 20:56:00,1
2019-02-24 23:04:00,42
