33,"SELECT up_id,  dbo.fGetNearestSpecObjIdEq( up_ra,up_dec,up_sep ) as SpecobjId   FROM #upload  WHERE  dbo.fGetNearestSpecObjIdEq( up_ra,up_dec,up_sep ) IS NOT NULL  SELECT TOP #   s.ra,s.dec,s.plate,s.mjd,s.fiberid  FROM ..SpecObj as s  JOIN #x AS x ON x.SpecobjID=s.SpecobjID  JOIN #upload AS u ON u.up_id = x.up_id   WHERE  s.zWarning = #   ORDER BY x.up_id"
2019-02-24 05:43:00,1
2019-02-24 05:44:00,1
2019-02-24 18:28:00,1
2019-02-24 18:29:00,1
2019-02-24 18:30:00,1
2019-02-24 18:32:00,1
2019-02-24 18:34:00,1
2019-02-24 18:35:00,1
2019-02-24 18:37:00,1
2019-02-24 18:39:00,1
2019-02-24 18:42:00,1
2019-02-24 18:43:00,1
2019-02-24 18:44:00,1
2019-02-24 18:45:00,1
2019-02-24 18:48:00,1
2019-02-24 18:50:00,1
2019-02-24 18:52:00,1
2019-02-24 19:28:00,1
2019-02-24 19:30:00,1
2019-02-24 19:31:00,2
2019-02-24 20:06:00,1
2019-02-24 20:07:00,1
2019-02-24 20:16:00,1
2019-02-24 20:21:00,1
2019-02-24 20:22:00,2
2019-02-24 20:25:00,1
2019-02-24 20:26:00,1
2019-02-24 20:28:00,1
2019-02-24 20:29:00,1
2019-02-24 20:30:00,1
2019-02-24 20:46:00,1
