151,select * from dbo.fDocColumns(&&&)
2019-02-24 00:36:00,1
2019-02-24 00:43:00,1
2019-02-24 00:58:00,1
2019-02-24 01:53:00,2
2019-02-24 01:54:00,1
2019-02-24 02:06:00,2
2019-02-24 02:48:00,1
2019-02-24 02:57:00,2
2019-02-24 03:00:00,1
2019-02-24 03:23:00,1
2019-02-24 03:45:00,1
2019-02-24 03:59:00,1
2019-02-24 04:05:00,1
2019-02-24 04:12:00,1
2019-02-24 04:18:00,1
2019-02-24 04:32:00,1
2019-02-24 04:42:00,1
2019-02-24 04:55:00,1
2019-02-24 06:05:00,1
2019-02-24 06:07:00,1
2019-02-24 07:29:00,2
2019-02-24 07:33:00,2
2019-02-24 07:40:00,2
2019-02-24 07:46:00,2
2019-02-24 07:47:00,1
2019-02-24 07:58:00,1
2019-02-24 08:23:00,1
2019-02-24 08:27:00,1
2019-02-24 08:30:00,2
2019-02-24 10:02:00,2
2019-02-24 10:23:00,1
2019-02-24 10:59:00,1
2019-02-24 11:38:00,2
2019-02-24 11:43:00,2
2019-02-24 11:54:00,2
2019-02-24 12:08:00,1
2019-02-24 12:21:00,1
2019-02-24 12:25:00,2
2019-02-24 12:36:00,1
2019-02-24 12:44:00,2
2019-02-24 12:49:00,2
2019-02-24 12:51:00,1
2019-02-24 13:15:00,4
2019-02-24 13:47:00,4
2019-02-24 13:54:00,1
2019-02-24 13:59:00,1
2019-02-24 14:21:00,1
2019-02-24 14:22:00,8
2019-02-24 14:23:00,6
2019-02-24 14:25:00,2
2019-02-24 14:29:00,2
2019-02-24 14:37:00,1
2019-02-24 14:38:00,1
2019-02-24 14:53:00,2
2019-02-24 15:18:00,3
2019-02-24 15:41:00,2
2019-02-24 15:48:00,1
2019-02-24 15:54:00,1
2019-02-24 16:19:00,1
2019-02-24 16:42:00,2
2019-02-24 16:43:00,1
2019-02-24 17:14:00,1
2019-02-24 17:15:00,2
2019-02-24 17:16:00,1
2019-02-24 17:21:00,1
2019-02-24 17:22:00,2
2019-02-24 17:35:00,1
2019-02-24 17:48:00,2
2019-02-24 17:49:00,3
2019-02-24 17:51:00,2
2019-02-24 17:52:00,2
2019-02-24 17:59:00,1
2019-02-24 18:28:00,2
2019-02-24 18:32:00,1
2019-02-24 18:46:00,1
2019-02-24 18:54:00,1
2019-02-24 18:55:00,1
2019-02-24 18:57:00,2
2019-02-24 19:37:00,8
2019-02-24 19:48:00,2
2019-02-24 20:02:00,2
2019-02-24 20:26:00,2
2019-02-24 20:34:00,1
2019-02-24 21:22:00,1
2019-02-24 22:20:00,1
2019-02-24 22:43:00,1
2019-02-24 23:04:00,1
2019-02-24 23:07:00,1
2019-02-24 23:12:00,2
2019-02-24 23:35:00,1
2019-02-24 23:45:00,1
