29,select * from sppParams where specObjId=#
2019-02-24 00:04:00,1
2019-02-24 01:10:00,1
2019-02-24 01:32:00,1
2019-02-24 01:46:00,1
2019-02-24 01:54:00,1
2019-02-24 02:01:00,3
2019-02-24 03:22:00,1
2019-02-24 05:30:00,1
2019-02-24 06:21:00,1
2019-02-24 06:40:00,1
2019-02-24 08:11:00,1
2019-02-24 09:44:00,1
2019-02-24 10:12:00,1
2019-02-24 10:23:00,1
2019-02-24 11:13:00,1
2019-02-24 11:27:00,1
2019-02-24 11:52:00,1
2019-02-24 12:07:00,1
2019-02-24 13:03:00,1
2019-02-24 13:19:00,1
2019-02-24 15:45:00,1
2019-02-24 16:46:00,1
2019-02-24 17:00:00,1
2019-02-24 17:16:00,1
2019-02-24 21:03:00,1
2019-02-24 22:52:00,1
2019-02-24 23:26:00,1
