23,select * from SpecLine where specObjId=#
2019-02-24 00:03:00,1
2019-02-24 02:02:00,1
2019-02-24 06:06:00,1
2019-02-24 07:46:00,1
2019-02-24 10:41:00,1
2019-02-24 13:20:00,1
2019-02-24 13:23:00,2
2019-02-24 13:25:00,1
2019-02-24 13:29:00,1
2019-02-24 13:32:00,1
2019-02-24 14:09:00,1
2019-02-24 14:10:00,1
2019-02-24 14:13:00,2
2019-02-24 16:11:00,1
2019-02-24 17:11:00,1
2019-02-24 17:37:00,1
2019-02-24 18:13:00,2
2019-02-24 21:09:00,1
2019-02-24 21:58:00,1
2019-02-24 22:04:00,1
