2,"SELECT ra,dec, dbo.fGetNearestObjIdEq(ra,dec,#) as objId FROM mydb.test_radec   into mydb.test_# WHERE dbo.fGetNearestObjIdEq(ra,dec,#) IS NOT NULL  SELECT TOP #   p.ra,p.dec, p.run,p.rerun,p.camCol,p.field,p.obj  FROM ..PhotoObj AS p,    mydb.test_# as a       WHERE  ( p.type = # OR p.type = #) and p.objId=a.objId"
2019-02-24 01:00:00,1
2019-02-24 01:01:00,1
