379,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-24 00:01:00,1
2019-02-24 00:06:00,1
2019-02-24 00:13:00,1
2019-02-24 00:18:00,1
2019-02-24 00:24:00,1
2019-02-24 00:30:00,1
2019-02-24 00:34:00,1
2019-02-24 00:39:00,1
2019-02-24 00:45:00,1
2019-02-24 00:51:00,2
2019-02-24 00:57:00,1
2019-02-24 01:02:00,1
2019-02-24 01:07:00,1
2019-02-24 01:13:00,1
2019-02-24 01:17:00,1
2019-02-24 01:21:00,1
2019-02-24 01:28:00,1
2019-02-24 01:34:00,1
2019-02-24 01:39:00,1
2019-02-24 01:44:00,2
2019-02-24 01:50:00,1
2019-02-24 01:55:00,1
2019-02-24 02:01:00,1
2019-02-24 02:06:00,1
2019-02-24 02:12:00,1
2019-02-24 02:18:00,1
2019-02-24 02:25:00,2
2019-02-24 02:31:00,1
2019-02-24 02:34:00,1
2019-02-24 02:40:00,1
2019-02-24 02:45:00,1
2019-02-24 02:50:00,1
2019-02-24 02:56:00,1
2019-02-24 03:00:00,2
2019-02-24 03:06:00,1
2019-02-24 03:11:00,1
2019-02-24 03:18:00,1
2019-02-24 03:23:00,2
2019-02-24 03:28:00,1
2019-02-24 03:32:00,1
2019-02-24 03:37:00,1
2019-02-24 03:38:00,1
2019-02-24 03:43:00,1
2019-02-24 03:49:00,1
2019-02-24 03:53:00,1
2019-02-24 03:58:00,1
2019-02-24 03:59:00,2
2019-02-24 04:05:00,1
2019-02-24 04:09:00,1
2019-02-24 04:14:00,1
2019-02-24 04:19:00,1
2019-02-24 04:25:00,2
2019-02-24 04:30:00,1
2019-02-24 04:36:00,2
2019-02-24 04:40:00,1
2019-02-24 04:47:00,3
2019-02-24 04:53:00,1
2019-02-24 04:58:00,2
2019-02-24 05:02:00,1
2019-02-24 05:08:00,1
2019-02-24 05:14:00,1
2019-02-24 05:19:00,1
2019-02-24 05:24:00,1
2019-02-24 05:30:00,1
2019-02-24 05:36:00,1
2019-02-24 05:41:00,1
2019-02-24 05:47:00,1
2019-02-24 05:52:00,2
2019-02-24 05:58:00,1
2019-02-24 06:03:00,1
2019-02-24 06:08:00,3
2019-02-24 06:13:00,1
2019-02-24 06:19:00,1
2019-02-24 06:25:00,1
2019-02-24 06:30:00,2
2019-02-24 06:35:00,2
2019-02-24 06:42:00,1
2019-02-24 06:48:00,1
2019-02-24 06:53:00,1
2019-02-24 06:57:00,1
2019-02-24 07:03:00,2
2019-02-24 07:08:00,1
2019-02-24 07:13:00,1
2019-02-24 07:18:00,1
2019-02-24 07:22:00,1
2019-02-24 07:28:00,1
2019-02-24 07:33:00,1
2019-02-24 07:39:00,1
2019-02-24 07:44:00,1
2019-02-24 07:48:00,1
2019-02-24 07:53:00,1
2019-02-24 07:59:00,1
2019-02-24 08:02:00,1
2019-02-24 08:06:00,2
2019-02-24 08:12:00,1
2019-02-24 08:17:00,1
2019-02-24 08:23:00,1
2019-02-24 08:29:00,1
2019-02-24 08:35:00,1
2019-02-24 08:39:00,1
2019-02-24 08:44:00,1
2019-02-24 08:49:00,2
2019-02-24 08:54:00,1
2019-02-24 09:00:00,2
2019-02-24 09:06:00,1
2019-02-24 09:12:00,1
2019-02-24 09:17:00,1
2019-02-24 09:23:00,1
2019-02-24 09:29:00,1
2019-02-24 09:35:00,1
2019-02-24 09:39:00,1
2019-02-24 09:44:00,1
2019-02-24 09:45:00,1
2019-02-24 09:50:00,2
2019-02-24 09:53:00,1
2019-02-24 09:54:00,1
2019-02-24 09:59:00,1
2019-02-24 10:03:00,1
2019-02-24 10:09:00,1
2019-02-24 10:13:00,2
2019-02-24 10:19:00,1
2019-02-24 10:23:00,2
2019-02-24 10:24:00,1
2019-02-24 10:28:00,1
2019-02-24 10:34:00,1
2019-02-24 10:39:00,1
2019-02-24 10:44:00,1
2019-02-24 10:45:00,1
2019-02-24 10:51:00,1
2019-02-24 10:56:00,1
2019-02-24 11:01:00,1
2019-02-24 11:06:00,1
2019-02-24 11:10:00,1
2019-02-24 11:11:00,1
2019-02-24 11:16:00,2
2019-02-24 11:20:00,1
2019-02-24 11:26:00,1
2019-02-24 11:31:00,1
2019-02-24 11:32:00,1
2019-02-24 11:36:00,1
2019-02-24 11:42:00,1
2019-02-24 11:47:00,1
2019-02-24 11:52:00,1
2019-02-24 11:57:00,1
2019-02-24 12:03:00,1
2019-02-24 12:07:00,2
2019-02-24 12:13:00,1
2019-02-24 12:18:00,1
2019-02-24 12:23:00,1
2019-02-24 12:27:00,1
2019-02-24 12:30:00,1
2019-02-24 12:35:00,1
2019-02-24 12:36:00,1
2019-02-24 12:40:00,1
2019-02-24 12:45:00,2
2019-02-24 12:51:00,1
2019-02-24 12:55:00,1
2019-02-24 13:00:00,1
2019-02-24 13:01:00,1
2019-02-24 13:06:00,1
2019-02-24 13:11:00,1
2019-02-24 13:16:00,1
2019-02-24 13:21:00,1
2019-02-24 13:22:00,4
2019-02-24 13:28:00,2
2019-02-24 13:34:00,2
2019-02-24 13:39:00,1
2019-02-24 13:43:00,2
2019-02-24 13:44:00,1
2019-02-24 13:48:00,1
2019-02-24 13:51:00,2
2019-02-24 13:57:00,1
2019-02-24 13:58:00,1
2019-02-24 14:02:00,1
2019-02-24 14:03:00,1
2019-02-24 14:08:00,1
2019-02-24 14:13:00,1
2019-02-24 14:18:00,3
2019-02-24 14:19:00,3
2019-02-24 14:24:00,1
2019-02-24 14:29:00,6
2019-02-24 14:34:00,1
2019-02-24 14:35:00,5
2019-02-24 14:40:00,1
2019-02-24 14:45:00,1
2019-02-24 14:50:00,1
2019-02-24 14:55:00,1
2019-02-24 15:01:00,3
2019-02-24 15:07:00,2
2019-02-24 15:11:00,1
2019-02-24 15:16:00,3
2019-02-24 15:17:00,1
2019-02-24 15:21:00,2
2019-02-24 15:27:00,2
2019-02-24 15:32:00,1
2019-02-24 15:38:00,3
2019-02-24 15:40:00,1
2019-02-24 15:41:00,1
2019-02-24 15:45:00,1
2019-02-24 15:50:00,1
2019-02-24 15:56:00,1
2019-02-24 16:00:00,1
2019-02-24 16:04:00,1
2019-02-24 16:08:00,1
2019-02-24 16:12:00,1
2019-02-24 16:17:00,1
2019-02-24 16:20:00,1
2019-02-24 16:25:00,1
2019-02-24 16:31:00,1
2019-02-24 16:35:00,1
2019-02-24 16:41:00,1
2019-02-24 16:47:00,1
2019-02-24 16:50:00,1
2019-02-24 16:56:00,1
2019-02-24 17:02:00,1
2019-02-24 17:07:00,1
2019-02-24 17:12:00,1
2019-02-24 17:17:00,1
2019-02-24 17:23:00,1
2019-02-24 17:27:00,1
2019-02-24 17:33:00,1
2019-02-24 17:38:00,1
2019-02-24 17:44:00,1
2019-02-24 17:48:00,1
2019-02-24 17:53:00,1
2019-02-24 17:58:00,1
2019-02-24 18:04:00,1
2019-02-24 18:10:00,1
2019-02-24 18:14:00,1
2019-02-24 18:19:00,1
2019-02-24 18:24:00,1
2019-02-24 18:29:00,1
2019-02-24 18:34:00,1
2019-02-24 18:38:00,1
2019-02-24 18:42:00,1
2019-02-24 18:46:00,1
2019-02-24 18:50:00,1
2019-02-24 18:55:00,1
2019-02-24 18:58:00,1
2019-02-24 19:02:00,1
2019-02-24 19:07:00,1
2019-02-24 19:12:00,1
2019-02-24 19:17:00,1
2019-02-24 19:20:00,1
2019-02-24 19:24:00,1
2019-02-24 19:28:00,1
2019-02-24 19:34:00,1
2019-02-24 19:38:00,1
2019-02-24 19:43:00,1
2019-02-24 19:48:00,1
2019-02-24 19:49:00,1
2019-02-24 19:55:00,1
2019-02-24 19:56:00,1
2019-02-24 20:01:00,1
2019-02-24 20:06:00,1
2019-02-24 20:11:00,1
2019-02-24 20:16:00,1
2019-02-24 20:17:00,1
2019-02-24 20:21:00,2
2019-02-24 20:27:00,2
2019-02-24 20:32:00,1
2019-02-24 20:38:00,1
2019-02-24 20:44:00,2
2019-02-24 20:48:00,2
2019-02-24 20:53:00,1
2019-02-24 20:58:00,1
2019-02-24 21:03:00,1
2019-02-24 21:09:00,2
2019-02-24 21:14:00,1
2019-02-24 21:19:00,1
2019-02-24 21:24:00,1
2019-02-24 21:28:00,2
2019-02-24 21:34:00,1
2019-02-24 21:40:00,1
2019-02-24 21:45:00,1
2019-02-24 21:51:00,1
2019-02-24 21:55:00,3
2019-02-24 21:56:00,2
2019-02-24 22:01:00,1
2019-02-24 22:02:00,1
2019-02-24 22:06:00,1
2019-02-24 22:09:00,1
2019-02-24 22:13:00,2
2019-02-24 22:17:00,2
2019-02-24 22:22:00,1
2019-02-24 22:26:00,1
2019-02-24 22:30:00,1
2019-02-24 22:35:00,2
2019-02-24 22:42:00,1
2019-02-24 22:44:00,1
2019-02-24 22:49:00,2
2019-02-24 22:55:00,1
2019-02-24 22:56:00,1
2019-02-24 22:57:00,1
2019-02-24 23:02:00,2
2019-02-24 23:08:00,1
2019-02-24 23:14:00,2
2019-02-24 23:19:00,1
2019-02-24 23:26:00,1
2019-02-24 23:28:00,1
2019-02-24 23:33:00,1
2019-02-24 23:38:00,2
2019-02-24 23:44:00,1
2019-02-24 23:50:00,2
2019-02-24 23:55:00,1
2019-02-24 23:56:00,2
