2485,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-10 10:47:00,4
2019-02-10 10:48:00,2
2019-02-10 10:50:00,4
2019-02-10 10:51:00,3
2019-02-10 10:52:00,1
2019-02-10 10:53:00,3
2019-02-10 10:55:00,2
2019-02-10 11:01:00,8
2019-02-10 11:02:00,2
2019-02-10 11:03:00,1
2019-02-10 11:04:00,4
2019-02-10 11:05:00,1
2019-02-10 11:06:00,2
2019-02-10 11:08:00,5
2019-02-10 11:16:00,2
2019-02-10 11:17:00,8
2019-02-10 11:18:00,3
2019-02-10 11:19:00,4
2019-02-10 11:20:00,2
2019-02-10 11:21:00,2
2019-02-10 11:22:00,1
2019-02-10 11:23:00,2
2019-02-10 11:24:00,4
2019-02-10 11:25:00,3
2019-02-10 11:26:00,1
2019-02-10 11:27:00,4
2019-02-10 11:29:00,1
2019-02-10 11:30:00,2
2019-02-10 11:31:00,6
2019-02-10 11:38:00,10
2019-02-10 11:44:00,10
2019-02-10 11:45:00,1
2019-02-10 11:46:00,2
2019-02-10 11:47:00,3
2019-02-10 11:48:00,1
2019-02-10 11:55:00,11
2019-02-10 11:56:00,1
2019-02-10 11:57:00,2
2019-02-10 12:03:00,8
2019-02-10 12:04:00,3
2019-02-10 12:13:00,10
2019-02-10 12:14:00,2
2019-02-10 12:15:00,2
2019-02-10 12:21:00,4
2019-02-10 12:22:00,5
2019-02-10 12:23:00,2
2019-02-10 12:27:00,6
2019-02-10 12:28:00,1
2019-02-10 12:33:00,5
2019-02-10 12:34:00,3
2019-02-10 12:35:00,2
2019-02-10 12:36:00,1
2019-02-10 12:37:00,3
2019-02-10 12:38:00,3
2019-02-10 12:44:00,10
2019-02-10 12:45:00,2
2019-02-10 12:46:00,2
2019-02-10 12:47:00,3
2019-02-10 12:48:00,2
2019-02-10 12:53:00,10
2019-02-10 12:55:00,4
2019-02-10 12:56:00,3
2019-02-10 12:58:00,5
2019-02-10 13:00:00,3
2019-02-10 13:01:00,2
2019-02-10 13:02:00,1
2019-02-10 13:08:00,10
2019-02-10 13:15:00,10
2019-02-10 13:22:00,10
2019-02-10 13:23:00,2
2019-02-10 13:24:00,2
2019-02-10 13:25:00,3
2019-02-10 13:27:00,3
2019-02-10 13:28:00,3
2019-02-10 13:29:00,1
2019-02-10 13:30:00,3
2019-02-10 13:31:00,2
2019-02-10 13:32:00,1
2019-02-10 13:35:00,10
2019-02-10 13:36:00,1
2019-02-10 13:37:00,3
2019-02-10 13:42:00,2
2019-02-10 13:43:00,9
2019-02-10 13:44:00,2
2019-02-10 13:45:00,3
2019-02-10 13:46:00,1
2019-02-10 13:47:00,3
2019-02-10 13:54:00,11
2019-02-10 13:58:00,5
2019-02-10 13:59:00,2
2019-02-10 14:07:00,9
2019-02-10 14:08:00,2
2019-02-10 14:09:00,1
2019-02-10 14:10:00,3
2019-02-10 14:11:00,2
2019-02-10 14:12:00,3
2019-02-10 14:21:00,10
2019-02-10 14:22:00,2
2019-02-10 14:23:00,3
2019-02-10 14:25:00,3
2019-02-10 14:32:00,10
2019-02-10 14:33:00,2
2019-02-10 14:34:00,2
2019-02-10 14:35:00,3
2019-02-10 14:36:00,2
2019-02-10 14:37:00,3
2019-02-10 14:39:00,3
2019-02-10 14:43:00,10
2019-02-10 14:45:00,5
2019-02-10 14:51:00,11
2019-02-10 14:52:00,2
2019-02-10 14:53:00,3
2019-02-10 14:54:00,1
2019-02-10 14:55:00,1
2019-02-10 14:56:00,4
2019-02-10 14:57:00,2
2019-02-10 14:58:00,2
2019-02-10 14:59:00,4
2019-02-10 15:00:00,4
2019-02-10 15:08:00,10
2019-02-10 15:09:00,4
2019-02-10 15:10:00,1
2019-02-10 15:16:00,10
2019-02-10 15:17:00,1
2019-02-10 15:26:00,10
2019-02-10 15:27:00,2
2019-02-10 15:28:00,3
2019-02-10 15:30:00,4
2019-02-10 15:34:00,5
2019-02-10 15:35:00,1
2019-02-10 15:36:00,4
2019-02-10 15:37:00,3
2019-02-10 15:38:00,2
2019-02-10 15:41:00,3
2019-02-10 15:42:00,4
2019-02-10 15:43:00,2
2019-02-10 15:44:00,1
2019-02-10 15:50:00,9
2019-02-10 15:51:00,1
2019-02-10 15:52:00,1
2019-02-10 15:53:00,3
2019-02-10 15:54:00,2
2019-02-10 16:00:00,10
2019-02-10 16:01:00,1
2019-02-10 16:07:00,10
2019-02-10 16:08:00,1
2019-02-10 16:14:00,11
2019-02-10 16:15:00,2
2019-02-10 16:17:00,5
2019-02-10 16:18:00,2
2019-02-10 16:20:00,6
2019-02-10 16:21:00,1
2019-02-10 16:22:00,3
2019-02-10 16:24:00,1
2019-02-10 16:25:00,1
2019-02-10 16:32:00,7
2019-02-10 16:33:00,4
2019-02-10 16:34:00,1
2019-02-10 16:35:00,2
2019-02-10 16:42:00,10
2019-02-10 16:43:00,1
2019-02-10 16:44:00,3
2019-02-10 16:45:00,4
2019-02-10 16:46:00,2
2019-02-10 16:47:00,3
2019-02-10 16:56:00,10
2019-02-10 17:00:00,10
2019-02-10 17:01:00,2
2019-02-10 17:02:00,1
2019-02-10 17:07:00,7
2019-02-10 17:08:00,1
2019-02-10 17:09:00,3
2019-02-10 17:10:00,3
2019-02-10 17:11:00,2
2019-02-10 17:12:00,2
2019-02-10 17:14:00,3
2019-02-10 17:15:00,2
2019-02-10 17:16:00,3
2019-02-10 17:17:00,1
2019-02-10 17:18:00,2
2019-02-10 17:19:00,3
2019-02-10 17:20:00,5
2019-02-10 17:22:00,3
2019-02-10 17:23:00,2
2019-02-10 17:24:00,3
2019-02-10 17:26:00,2
2019-02-10 17:27:00,3
2019-02-10 17:29:00,2
2019-02-10 17:31:00,4
2019-02-10 17:32:00,2
2019-02-10 17:37:00,10
2019-02-10 17:38:00,2
2019-02-10 17:40:00,5
2019-02-10 17:41:00,2
2019-02-10 17:42:00,3
2019-02-10 17:45:00,1
2019-02-10 17:49:00,10
2019-02-10 17:50:00,3
2019-02-10 17:58:00,9
2019-02-10 17:59:00,2
2019-02-10 18:00:00,2
2019-02-10 18:01:00,3
2019-02-10 18:02:00,2
2019-02-10 18:03:00,1
2019-02-10 18:04:00,2
2019-02-10 18:05:00,3
2019-02-10 18:12:00,10
2019-02-10 18:15:00,6
2019-02-10 18:16:00,5
2019-02-10 18:24:00,10
2019-02-10 18:31:00,10
2019-02-10 18:38:00,10
2019-02-10 18:39:00,5
2019-02-10 18:40:00,3
2019-02-10 18:41:00,3
2019-02-10 18:42:00,3
2019-02-10 18:43:00,2
2019-02-10 18:46:00,10
2019-02-10 18:48:00,2
2019-02-10 18:49:00,1
2019-02-10 18:55:00,10
2019-02-10 18:56:00,3
2019-02-10 18:57:00,1
2019-02-10 18:58:00,4
2019-02-10 18:59:00,1
2019-02-10 19:07:00,10
2019-02-10 19:08:00,3
2019-02-10 19:09:00,2
2019-02-10 19:10:00,3
2019-02-10 19:17:00,9
2019-02-10 19:18:00,3
2019-02-10 19:19:00,2
2019-02-10 19:20:00,3
2019-02-10 19:21:00,2
2019-02-10 19:22:00,3
2019-02-10 19:28:00,10
2019-02-10 19:38:00,10
2019-02-10 19:39:00,3
2019-02-10 19:40:00,2
2019-02-10 19:41:00,1
2019-02-10 19:42:00,2
2019-02-10 19:49:00,10
2019-02-10 19:50:00,1
2019-02-10 19:52:00,5
2019-02-10 19:54:00,6
2019-02-10 19:55:00,2
2019-02-10 19:57:00,3
2019-02-10 19:58:00,4
2019-02-10 19:59:00,3
2019-02-10 20:00:00,1
2019-02-10 20:08:00,10
2019-02-10 20:10:00,1
2019-02-10 20:13:00,10
2019-02-10 20:16:00,5
2019-02-10 20:17:00,1
2019-02-10 20:18:00,2
2019-02-10 20:19:00,2
2019-02-10 20:20:00,4
2019-02-10 20:21:00,3
2019-02-10 20:22:00,2
2019-02-10 20:24:00,5
2019-02-10 20:32:00,10
2019-02-10 20:33:00,3
2019-02-10 20:40:00,5
2019-02-10 20:41:00,5
2019-02-10 20:42:00,2
2019-02-10 20:51:00,10
2019-02-10 20:52:00,1
2019-02-10 20:55:00,5
2019-02-10 20:56:00,5
2019-02-10 21:03:00,8
2019-02-10 21:06:00,8
2019-02-10 21:07:00,1
2019-02-10 21:09:00,5
2019-02-10 21:10:00,4
2019-02-10 21:11:00,2
2019-02-10 21:12:00,1
2019-02-10 21:13:00,4
2019-02-10 21:15:00,6
2019-02-10 21:16:00,1
2019-02-10 21:22:00,9
2019-02-10 21:23:00,2
2019-02-10 21:26:00,6
2019-02-10 21:27:00,1
2019-02-10 21:28:00,5
2019-02-10 21:30:00,3
2019-02-10 21:31:00,1
2019-02-10 21:32:00,2
2019-02-10 21:33:00,2
2019-02-10 21:34:00,1
2019-02-10 21:36:00,4
2019-02-10 21:37:00,1
2019-02-10 21:44:00,3
2019-02-10 21:45:00,7
2019-02-10 21:46:00,4
2019-02-10 21:47:00,2
2019-02-10 21:48:00,1
2019-02-10 21:49:00,3
2019-02-10 21:55:00,9
2019-02-10 21:56:00,3
2019-02-10 21:59:00,2
2019-02-10 22:00:00,1
2019-02-10 22:01:00,4
2019-02-10 22:02:00,3
2019-02-10 22:03:00,2
2019-02-10 22:04:00,3
2019-02-10 22:11:00,10
2019-02-10 22:20:00,10
2019-02-10 22:23:00,3
2019-02-10 22:24:00,3
2019-02-10 22:25:00,2
2019-02-10 22:26:00,2
2019-02-10 22:27:00,2
2019-02-10 22:28:00,3
2019-02-10 22:29:00,2
2019-02-10 22:30:00,3
2019-02-10 22:31:00,2
2019-02-10 22:32:00,2
2019-02-10 22:36:00,10
2019-02-10 22:39:00,1
2019-02-10 22:40:00,7
2019-02-10 22:41:00,2
2019-02-10 22:43:00,5
2019-02-10 22:44:00,2
2019-02-10 22:45:00,11
2019-02-10 22:46:00,1
2019-02-10 22:48:00,2
2019-02-10 22:50:00,5
2019-02-10 22:51:00,1
2019-02-10 22:53:00,3
2019-02-10 22:54:00,2
2019-02-10 22:55:00,2
2019-02-10 23:02:00,10
2019-02-10 23:03:00,2
2019-02-10 23:04:00,3
2019-02-10 23:06:00,3
2019-02-10 23:07:00,2
2019-02-10 23:08:00,3
2019-02-10 23:09:00,1
2019-02-10 23:12:00,4
2019-02-10 23:15:00,5
2019-02-10 23:16:00,5
2019-02-10 23:19:00,10
2019-02-10 23:20:00,1
2019-02-10 23:21:00,4
2019-02-10 23:22:00,1
2019-02-10 23:23:00,3
2019-02-10 23:27:00,10
2019-02-10 23:34:00,10
2019-02-10 23:41:00,7
2019-02-10 23:42:00,3
2019-02-10 23:43:00,2
2019-02-10 23:49:00,1
2019-02-10 23:50:00,9
2019-02-10 23:55:00,8
2019-02-10 23:56:00,1
2019-02-10 23:59:00,9
