97,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-12-03 02:25:00,1
2019-12-03 02:32:00,1
2019-12-03 02:59:00,1
2019-12-03 03:01:00,1
2019-12-03 03:02:00,1
2019-12-03 03:05:00,1
2019-12-03 03:24:00,1
2019-12-03 03:48:00,1
2019-12-03 04:18:00,1
2019-12-03 04:26:00,1
2019-12-03 04:27:00,1
2019-12-03 06:04:00,1
2019-12-03 07:39:00,1
2019-12-03 09:40:00,1
2019-12-03 11:35:00,1
2019-12-03 11:36:00,1
2019-12-03 13:07:00,2
2019-12-03 13:10:00,1
2019-12-03 13:11:00,1
2019-12-03 14:17:00,1
2019-12-03 14:24:00,2
2019-12-03 14:26:00,2
2019-12-03 14:56:00,1
2019-12-03 14:57:00,2
2019-12-03 15:10:00,2
2019-12-03 15:13:00,1
2019-12-03 15:14:00,1
2019-12-03 15:18:00,2
2019-12-03 15:31:00,1
2019-12-03 15:32:00,1
2019-12-03 15:33:00,2
2019-12-03 15:34:00,2
2019-12-03 15:35:00,2
2019-12-03 15:36:00,1
2019-12-03 15:37:00,2
2019-12-03 15:39:00,1
2019-12-03 15:40:00,2
2019-12-03 15:41:00,2
2019-12-03 15:42:00,1
2019-12-03 17:50:00,1
2019-12-03 17:56:00,1
2019-12-03 19:25:00,1
2019-12-03 19:31:00,1
2019-12-03 19:42:00,1
2019-12-03 19:55:00,1
2019-12-03 19:56:00,7
2019-12-03 19:57:00,2
2019-12-03 19:58:00,3
2019-12-03 19:59:00,2
2019-12-03 20:00:00,1
2019-12-03 20:01:00,2
2019-12-03 20:02:00,2
2019-12-03 20:03:00,3
2019-12-03 20:04:00,2
2019-12-03 20:05:00,1
2019-12-03 20:06:00,2
2019-12-03 20:07:00,2
2019-12-03 20:08:00,1
2019-12-03 20:10:00,1
2019-12-03 20:11:00,1
2019-12-03 20:12:00,1
2019-12-03 20:13:00,1
2019-12-03 20:14:00,1
2019-12-03 20:29:00,1
2019-12-03 21:03:00,1
2019-12-03 21:51:00,1
2019-12-03 21:52:00,1
2019-12-03 22:58:00,1
