3264,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-12-03 10:47:00,34
2019-12-03 10:48:00,32
2019-12-03 10:49:00,32
2019-12-03 10:50:00,30
2019-12-03 10:51:00,27
2019-12-03 10:52:00,23
2019-12-03 10:53:00,20
2019-12-03 10:54:00,19
2019-12-03 10:55:00,19
2019-12-03 10:56:00,17
2019-12-03 10:57:00,17
2019-12-03 10:58:00,18
2019-12-03 10:59:00,17
2019-12-03 11:00:00,14
2019-12-03 11:01:00,16
2019-12-03 11:02:00,16
2019-12-03 11:03:00,17
2019-12-03 11:04:00,15
2019-12-03 11:05:00,1
2019-12-03 11:08:00,29
2019-12-03 11:09:00,28
2019-12-03 11:10:00,24
2019-12-03 11:11:00,22
2019-12-03 11:12:00,22
2019-12-03 11:13:00,23
2019-12-03 11:14:00,23
2019-12-03 11:15:00,22
2019-12-03 11:16:00,21
2019-12-03 11:17:00,21
2019-12-03 11:18:00,21
2019-12-03 11:19:00,16
2019-12-03 11:20:00,18
2019-12-03 11:21:00,17
2019-12-03 11:22:00,16
2019-12-03 11:23:00,17
2019-12-03 11:24:00,17
2019-12-03 11:25:00,14
2019-12-03 11:26:00,14
2019-12-03 11:27:00,13
2019-12-03 11:28:00,13
2019-12-03 11:29:00,11
2019-12-03 11:30:00,13
2019-12-03 11:31:00,14
2019-12-03 11:32:00,13
2019-12-03 11:33:00,13
2019-12-03 11:34:00,13
2019-12-03 11:35:00,13
2019-12-03 11:36:00,12
2019-12-03 11:37:00,13
2019-12-03 11:38:00,13
2019-12-03 11:39:00,12
2019-12-03 11:40:00,13
2019-12-03 11:41:00,12
2019-12-03 11:42:00,12
2019-12-03 11:43:00,12
2019-12-03 11:44:00,12
2019-12-03 11:45:00,12
2019-12-03 11:46:00,11
2019-12-03 11:47:00,12
2019-12-03 11:48:00,11
2019-12-03 11:49:00,12
2019-12-03 11:50:00,2
2019-12-03 11:54:00,2
2019-12-03 11:55:00,36
2019-12-03 11:56:00,35
2019-12-03 11:57:00,33
2019-12-03 11:58:00,32
2019-12-03 11:59:00,29
2019-12-03 12:00:00,25
2019-12-03 12:01:00,29
2019-12-03 12:02:00,26
2019-12-03 12:03:00,26
2019-12-03 12:04:00,25
2019-12-03 12:05:00,24
2019-12-03 12:06:00,24
2019-12-03 12:07:00,25
2019-12-03 12:08:00,23
2019-12-03 12:09:00,23
2019-12-03 12:10:00,24
2019-12-03 12:11:00,22
2019-12-03 12:12:00,22
2019-12-03 12:13:00,20
2019-12-03 12:14:00,21
2019-12-03 12:15:00,21
2019-12-03 12:16:00,19
2019-12-03 12:17:00,20
2019-12-03 12:18:00,19
2019-12-03 12:19:00,20
2019-12-03 12:20:00,19
2019-12-03 12:21:00,18
2019-12-03 12:22:00,19
2019-12-03 12:23:00,18
2019-12-03 12:24:00,18
2019-12-03 12:25:00,18
2019-12-03 12:26:00,9
2019-12-03 13:40:00,33
2019-12-03 13:41:00,32
2019-12-03 13:42:00,33
2019-12-03 13:43:00,33
2019-12-03 13:44:00,31
2019-12-03 13:45:00,29
2019-12-03 13:46:00,29
2019-12-03 13:47:00,28
2019-12-03 13:48:00,25
2019-12-03 13:49:00,25
2019-12-03 13:50:00,25
2019-12-03 13:51:00,24
2019-12-03 13:52:00,24
2019-12-03 13:53:00,23
2019-12-03 13:54:00,22
2019-12-03 13:55:00,21
2019-12-03 13:56:00,22
2019-12-03 13:57:00,21
2019-12-03 13:58:00,20
2019-12-03 13:59:00,21
2019-12-03 14:00:00,18
2019-12-03 14:01:00,19
2019-12-03 14:02:00,19
2019-12-03 14:03:00,18
2019-12-03 14:04:00,18
2019-12-03 14:05:00,18
2019-12-03 14:06:00,18
2019-12-03 14:07:00,18
2019-12-03 14:08:00,17
2019-12-03 14:09:00,17
2019-12-03 14:10:00,17
2019-12-03 14:11:00,2
2019-12-03 16:47:00,28
2019-12-03 16:48:00,31
2019-12-03 16:49:00,30
2019-12-03 16:50:00,27
2019-12-03 16:51:00,28
2019-12-03 16:52:00,27
2019-12-03 16:53:00,26
2019-12-03 16:54:00,25
2019-12-03 16:55:00,24
2019-12-03 16:56:00,24
2019-12-03 16:57:00,24
2019-12-03 16:58:00,22
2019-12-03 16:59:00,18
2019-12-03 17:00:00,17
2019-12-03 17:01:00,18
2019-12-03 17:02:00,17
2019-12-03 17:03:00,18
2019-12-03 17:04:00,18
2019-12-03 17:05:00,17
2019-12-03 17:06:00,17
2019-12-03 17:07:00,17
2019-12-03 17:08:00,17
2019-12-03 17:09:00,16
2019-12-03 17:10:00,15
2019-12-03 17:11:00,14
2019-12-03 17:12:00,15
2019-12-03 17:13:00,14
2019-12-03 17:14:00,13
2019-12-03 17:15:00,14
2019-12-03 17:16:00,14
2019-12-03 17:17:00,13
2019-12-03 17:18:00,13
2019-12-03 17:19:00,13
2019-12-03 17:20:00,12
2019-12-03 17:21:00,14
2019-12-03 17:22:00,13
2019-12-03 17:23:00,13
2019-12-03 17:24:00,13
2019-12-03 17:25:00,12
2019-12-03 17:26:00,13
2019-12-03 17:27:00,10
