407,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-12-03 00:04:00,1
2019-12-03 00:05:00,1
2019-12-03 00:09:00,1
2019-12-03 00:10:00,1
2019-12-03 00:11:00,1
2019-12-03 00:12:00,1
2019-12-03 00:52:00,1
2019-12-03 00:53:00,1
2019-12-03 00:56:00,1
2019-12-03 00:57:00,1
2019-12-03 00:58:00,1
2019-12-03 00:59:00,1
2019-12-03 01:01:00,1
2019-12-03 01:22:00,1
2019-12-03 01:23:00,1
2019-12-03 01:35:00,1
2019-12-03 01:36:00,1
2019-12-03 01:37:00,1
2019-12-03 01:39:00,1
2019-12-03 01:40:00,1
2019-12-03 02:01:00,1
2019-12-03 02:02:00,1
2019-12-03 02:09:00,2
2019-12-03 02:14:00,2
2019-12-03 02:17:00,1
2019-12-03 02:18:00,1
2019-12-03 02:19:00,2
2019-12-03 02:20:00,1
2019-12-03 02:21:00,1
2019-12-03 02:22:00,1
2019-12-03 02:25:00,2
2019-12-03 02:28:00,1
2019-12-03 02:29:00,2
2019-12-03 02:30:00,1
2019-12-03 02:35:00,1
2019-12-03 02:36:00,1
2019-12-03 02:39:00,1
2019-12-03 02:40:00,1
2019-12-03 02:41:00,1
2019-12-03 02:44:00,1
2019-12-03 02:46:00,1
2019-12-03 02:47:00,1
2019-12-03 03:12:00,1
2019-12-03 03:13:00,1
2019-12-03 03:17:00,1
2019-12-03 03:18:00,1
2019-12-03 03:19:00,1
2019-12-03 03:22:00,2
2019-12-03 03:26:00,1
2019-12-03 03:27:00,1
2019-12-03 03:28:00,1
2019-12-03 03:38:00,2
2019-12-03 03:44:00,2
2019-12-03 03:47:00,1
2019-12-03 03:49:00,1
2019-12-03 03:50:00,1
2019-12-03 03:52:00,1
2019-12-03 03:53:00,1
2019-12-03 03:54:00,1
2019-12-03 03:56:00,1
2019-12-03 03:59:00,2
2019-12-03 04:03:00,1
2019-12-03 04:06:00,1
2019-12-03 04:08:00,1
2019-12-03 04:09:00,1
2019-12-03 04:10:00,1
2019-12-03 04:11:00,1
2019-12-03 04:12:00,1
2019-12-03 04:14:00,2
2019-12-03 04:16:00,2
2019-12-03 04:18:00,1
2019-12-03 04:19:00,1
2019-12-03 04:21:00,1
2019-12-03 04:22:00,1
2019-12-03 04:24:00,1
2019-12-03 04:44:00,1
2019-12-03 04:46:00,1
2019-12-03 05:27:00,1
2019-12-03 05:28:00,1
2019-12-03 05:31:00,2
2019-12-03 05:34:00,2
2019-12-03 05:36:00,1
2019-12-03 05:38:00,1
2019-12-03 05:39:00,1
2019-12-03 05:41:00,1
2019-12-03 05:43:00,2
2019-12-03 05:45:00,1
2019-12-03 05:46:00,1
2019-12-03 05:48:00,2
2019-12-03 06:04:00,1
2019-12-03 06:05:00,1
2019-12-03 06:10:00,1
2019-12-03 06:12:00,2
2019-12-03 06:14:00,1
2019-12-03 06:15:00,1
2019-12-03 06:20:00,2
2019-12-03 06:25:00,1
2019-12-03 06:26:00,1
2019-12-03 06:28:00,2
2019-12-03 06:31:00,1
2019-12-03 06:32:00,2
2019-12-03 06:33:00,1
2019-12-03 07:03:00,1
2019-12-03 07:04:00,1
2019-12-03 07:06:00,1
2019-12-03 07:07:00,1
2019-12-03 07:08:00,1
2019-12-03 07:21:00,1
2019-12-03 07:22:00,1
2019-12-03 07:23:00,1
2019-12-03 07:24:00,1
2019-12-03 07:32:00,1
2019-12-03 07:33:00,1
2019-12-03 07:35:00,1
2019-12-03 07:36:00,2
2019-12-03 07:38:00,1
2019-12-03 07:39:00,1
2019-12-03 07:40:00,2
2019-12-03 07:44:00,2
2019-12-03 07:46:00,1
2019-12-03 07:47:00,1
2019-12-03 07:48:00,1
2019-12-03 07:52:00,2
2019-12-03 07:54:00,1
2019-12-03 07:55:00,1
2019-12-03 07:56:00,1
2019-12-03 07:57:00,2
