132,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-12-03 00:15:00,4
2019-12-03 00:20:00,1
2019-12-03 00:21:00,2
2019-12-03 01:15:00,1
2019-12-03 05:20:00,1
2019-12-03 07:40:00,1
2019-12-03 07:41:00,5
2019-12-03 07:42:00,6
2019-12-03 10:25:00,4
2019-12-03 11:25:00,1
2019-12-03 12:15:00,1
2019-12-03 14:15:00,1
2019-12-03 14:20:00,1
2019-12-03 15:20:00,2
2019-12-03 15:25:00,34
2019-12-03 15:26:00,35
2019-12-03 15:27:00,8
2019-12-03 19:05:00,20
2019-12-03 19:10:00,2
2019-12-03 23:20:00,1
2019-12-03 23:25:00,1
