344,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-12-03 01:00:00,2
2019-12-03 01:01:00,2
2019-12-03 01:03:00,4
2019-12-03 01:04:00,6
2019-12-03 01:05:00,8
2019-12-03 01:06:00,8
2019-12-03 01:07:00,8
2019-12-03 01:08:00,6
2019-12-03 01:09:00,12
2019-12-03 01:10:00,8
2019-12-03 01:11:00,10
2019-12-03 01:12:00,8
2019-12-03 01:13:00,3
2019-12-03 01:14:00,1
2019-12-03 01:15:00,6
2019-12-03 01:16:00,6
2019-12-03 01:17:00,3
2019-12-03 01:18:00,3
2019-12-03 01:19:00,4
2019-12-03 01:20:00,2
2019-12-03 01:27:00,4
2019-12-03 01:31:00,5
2019-12-03 01:32:00,3
2019-12-03 01:34:00,2
2019-12-03 01:35:00,2
2019-12-03 01:38:00,1
2019-12-03 01:39:00,1
2019-12-03 01:40:00,4
2019-12-03 01:41:00,4
2019-12-03 01:42:00,6
2019-12-03 01:43:00,2
2019-12-03 01:46:00,2
2019-12-03 01:47:00,2
2019-12-03 01:50:00,2
2019-12-03 01:51:00,4
2019-12-03 01:52:00,4
2019-12-03 01:53:00,4
2019-12-03 01:54:00,7
2019-12-03 01:55:00,3
2019-12-03 01:58:00,5
2019-12-03 01:59:00,2
2019-12-03 02:00:00,1
2019-12-03 02:04:00,2
2019-12-03 02:05:00,4
2019-12-03 02:06:00,4
2019-12-03 02:07:00,4
2019-12-03 02:08:00,2
2019-12-03 02:12:00,2
2019-12-03 02:13:00,6
2019-12-03 02:14:00,4
2019-12-03 02:15:00,3
2019-12-03 02:16:00,3
2019-12-03 02:17:00,4
2019-12-03 02:18:00,2
2019-12-03 02:19:00,4
2019-12-03 02:20:00,2
2019-12-03 02:21:00,6
2019-12-03 02:22:00,2
2019-12-03 02:23:00,6
2019-12-03 02:26:00,4
2019-12-03 02:27:00,2
2019-12-03 02:28:00,8
2019-12-03 02:29:00,4
2019-12-03 02:30:00,2
2019-12-03 02:32:00,2
2019-12-03 02:33:00,2
2019-12-03 02:36:00,4
2019-12-03 02:37:00,4
2019-12-03 02:40:00,1
2019-12-03 02:41:00,1
2019-12-03 02:42:00,2
2019-12-03 02:43:00,2
2019-12-03 02:44:00,4
2019-12-03 02:45:00,10
2019-12-03 02:46:00,2
2019-12-03 02:49:00,4
2019-12-03 02:52:00,2
2019-12-03 02:53:00,4
2019-12-03 02:54:00,8
2019-12-03 02:55:00,4
2019-12-03 02:56:00,4
2019-12-03 02:57:00,4
2019-12-03 02:58:00,2
2019-12-03 03:01:00,4
2019-12-03 05:38:00,4
2019-12-03 05:39:00,1
2019-12-03 11:39:00,1
2019-12-03 18:01:00,8
