95598,"SELECT aa_r,kk_r,airmass_r,gain_r,sky_r,skysig_r FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-12-03 19:06:00,322
2019-12-03 19:07:00,326
2019-12-03 19:08:00,338
2019-12-03 19:09:00,316
2019-12-03 19:10:00,318
2019-12-03 19:11:00,319
2019-12-03 19:12:00,322
2019-12-03 19:13:00,295
2019-12-03 19:14:00,329
2019-12-03 19:15:00,322
2019-12-03 19:16:00,331
2019-12-03 19:17:00,317
2019-12-03 19:18:00,314
2019-12-03 19:19:00,315
2019-12-03 19:20:00,306
2019-12-03 19:21:00,306
2019-12-03 19:22:00,302
2019-12-03 19:23:00,248
2019-12-03 19:24:00,302
2019-12-03 19:25:00,323
2019-12-03 19:26:00,314
2019-12-03 19:27:00,337
2019-12-03 19:28:00,326
2019-12-03 19:29:00,334
2019-12-03 19:30:00,303
2019-12-03 19:31:00,311
2019-12-03 19:32:00,333
2019-12-03 19:33:00,324
2019-12-03 19:34:00,336
2019-12-03 19:35:00,321
2019-12-03 19:36:00,328
2019-12-03 19:37:00,312
2019-12-03 19:38:00,326
2019-12-03 19:39:00,324
2019-12-03 19:40:00,320
2019-12-03 19:41:00,327
2019-12-03 19:42:00,326
2019-12-03 19:43:00,320
2019-12-03 19:44:00,321
2019-12-03 19:45:00,325
2019-12-03 19:46:00,326
2019-12-03 19:47:00,321
2019-12-03 19:48:00,326
2019-12-03 19:49:00,309
2019-12-03 19:50:00,325
2019-12-03 19:51:00,316
2019-12-03 19:52:00,288
2019-12-03 19:53:00,318
2019-12-03 19:54:00,336
2019-12-03 19:55:00,305
2019-12-03 19:56:00,309
2019-12-03 19:57:00,321
2019-12-03 19:58:00,313
2019-12-03 19:59:00,329
2019-12-03 20:00:00,338
2019-12-03 20:01:00,313
2019-12-03 20:02:00,336
2019-12-03 20:03:00,333
2019-12-03 20:04:00,326
2019-12-03 20:05:00,331
2019-12-03 20:06:00,312
2019-12-03 20:07:00,301
2019-12-03 20:08:00,315
2019-12-03 20:09:00,318
2019-12-03 20:10:00,315
2019-12-03 20:11:00,317
2019-12-03 20:12:00,296
2019-12-03 20:13:00,318
2019-12-03 20:14:00,312
2019-12-03 20:15:00,323
2019-12-03 20:16:00,314
2019-12-03 20:17:00,316
2019-12-03 20:18:00,290
2019-12-03 20:19:00,286
2019-12-03 20:20:00,321
2019-12-03 20:21:00,325
2019-12-03 20:22:00,316
2019-12-03 20:23:00,321
2019-12-03 20:24:00,331
2019-12-03 20:25:00,316
2019-12-03 20:26:00,311
2019-12-03 20:27:00,285
2019-12-03 20:28:00,293
2019-12-03 20:29:00,294
2019-12-03 20:30:00,283
2019-12-03 20:31:00,298
2019-12-03 20:32:00,323
2019-12-03 20:33:00,328
2019-12-03 20:34:00,321
2019-12-03 20:35:00,304
2019-12-03 20:36:00,335
2019-12-03 20:37:00,334
2019-12-03 20:38:00,321
2019-12-03 20:39:00,313
2019-12-03 20:40:00,315
2019-12-03 20:41:00,314
2019-12-03 20:42:00,327
2019-12-03 20:43:00,328
2019-12-03 20:44:00,318
2019-12-03 20:45:00,327
2019-12-03 20:46:00,315
2019-12-03 20:47:00,338
2019-12-03 20:48:00,308
2019-12-03 20:49:00,336
2019-12-03 20:50:00,314
2019-12-03 20:51:00,280
2019-12-03 20:52:00,289
2019-12-03 20:53:00,302
2019-12-03 20:54:00,333
2019-12-03 20:55:00,318
2019-12-03 20:56:00,334
2019-12-03 20:57:00,321
2019-12-03 20:58:00,308
2019-12-03 20:59:00,304
2019-12-03 21:00:00,299
2019-12-03 21:01:00,299
2019-12-03 21:02:00,301
2019-12-03 21:03:00,299
2019-12-03 21:04:00,325
2019-12-03 21:05:00,316
2019-12-03 21:06:00,318
2019-12-03 21:07:00,314
2019-12-03 21:08:00,323
2019-12-03 21:09:00,325
2019-12-03 21:10:00,294
2019-12-03 21:11:00,310
2019-12-03 21:12:00,322
2019-12-03 21:13:00,315
2019-12-03 21:14:00,333
2019-12-03 21:15:00,322
2019-12-03 21:16:00,342
2019-12-03 21:17:00,328
2019-12-03 21:18:00,320
2019-12-03 21:19:00,309
2019-12-03 21:20:00,328
2019-12-03 21:21:00,332
2019-12-03 21:22:00,321
2019-12-03 21:23:00,330
2019-12-03 21:24:00,331
2019-12-03 21:25:00,333
2019-12-03 21:26:00,322
2019-12-03 21:27:00,324
2019-12-03 21:28:00,316
2019-12-03 21:29:00,318
2019-12-03 21:30:00,310
2019-12-03 21:31:00,328
2019-12-03 21:32:00,327
2019-12-03 21:33:00,304
2019-12-03 21:34:00,311
2019-12-03 21:35:00,334
2019-12-03 21:36:00,314
2019-12-03 21:37:00,325
2019-12-03 21:38:00,322
2019-12-03 21:39:00,316
2019-12-03 21:40:00,323
2019-12-03 21:41:00,318
2019-12-03 21:42:00,326
2019-12-03 21:43:00,331
2019-12-03 21:44:00,326
2019-12-03 21:45:00,324
2019-12-03 21:46:00,293
2019-12-03 21:47:00,328
2019-12-03 21:48:00,282
2019-12-03 21:49:00,303
2019-12-03 21:50:00,272
2019-12-03 21:51:00,323
2019-12-03 21:52:00,336
2019-12-03 21:53:00,305
2019-12-03 21:54:00,306
2019-12-03 21:55:00,317
2019-12-03 21:56:00,313
2019-12-03 21:57:00,325
2019-12-03 21:58:00,310
2019-12-03 21:59:00,315
2019-12-03 22:00:00,319
2019-12-03 22:01:00,331
2019-12-03 22:02:00,335
2019-12-03 22:03:00,301
2019-12-03 22:04:00,299
2019-12-03 22:05:00,334
2019-12-03 22:06:00,328
2019-12-03 22:07:00,323
2019-12-03 22:08:00,325
2019-12-03 22:09:00,331
2019-12-03 22:10:00,318
2019-12-03 22:11:00,325
2019-12-03 22:12:00,326
2019-12-03 22:13:00,329
2019-12-03 22:14:00,330
2019-12-03 22:15:00,325
2019-12-03 22:16:00,302
2019-12-03 22:17:00,341
2019-12-03 22:18:00,306
2019-12-03 22:19:00,291
2019-12-03 22:55:00,199
2019-12-03 22:56:00,230
2019-12-03 22:57:00,264
2019-12-03 22:58:00,239
2019-12-03 22:59:00,256
2019-12-03 23:00:00,243
2019-12-03 23:01:00,224
2019-12-03 23:02:00,255
2019-12-03 23:03:00,279
2019-12-03 23:04:00,270
2019-12-03 23:05:00,268
2019-12-03 23:06:00,247
2019-12-03 23:07:00,216
2019-12-03 23:08:00,262
2019-12-03 23:09:00,264
2019-12-03 23:10:00,233
2019-12-03 23:11:00,253
2019-12-03 23:12:00,275
2019-12-03 23:13:00,262
2019-12-03 23:14:00,266
2019-12-03 23:15:00,236
2019-12-03 23:16:00,219
2019-12-03 23:17:00,209
2019-12-03 23:18:00,227
2019-12-03 23:19:00,230
2019-12-03 23:20:00,240
2019-12-03 23:21:00,239
2019-12-03 23:22:00,251
2019-12-03 23:23:00,269
2019-12-03 23:24:00,299
2019-12-03 23:25:00,235
2019-12-03 23:26:00,245
2019-12-03 23:27:00,267
2019-12-03 23:28:00,273
2019-12-03 23:29:00,250
2019-12-03 23:30:00,260
2019-12-03 23:31:00,265
2019-12-03 23:32:00,275
2019-12-03 23:33:00,256
2019-12-03 23:34:00,219
2019-12-03 23:35:00,230
2019-12-03 23:36:00,172
2019-12-03 23:37:00,83
2019-12-03 23:38:00,12
2019-12-03 23:39:00,2
