95598,"SELECT aa_r,kk_r,airmass_r,gain_r,sky_r,skysig_r FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-12-03 17:20:00,50
2019-12-03 17:28:00,32
2019-12-03 17:49:00,46
2019-12-03 17:50:00,343
2019-12-03 17:51:00,321
2019-12-03 17:52:00,329
2019-12-03 17:53:00,293
2019-12-03 17:54:00,327
2019-12-03 17:55:00,324
2019-12-03 17:56:00,311
2019-12-03 17:57:00,347
2019-12-03 17:58:00,317
2019-12-03 17:59:00,314
2019-12-03 18:00:00,315
2019-12-03 18:01:00,284
2019-12-03 18:02:00,299
2019-12-03 18:03:00,270
2019-12-03 18:04:00,321
2019-12-03 18:05:00,325
2019-12-03 18:06:00,310
2019-12-03 18:07:00,327
2019-12-03 18:08:00,334
2019-12-03 18:09:00,327
2019-12-03 18:10:00,291
2019-12-03 18:11:00,310
2019-12-03 18:12:00,310
2019-12-03 18:13:00,310
2019-12-03 18:14:00,324
2019-12-03 18:15:00,341
2019-12-03 18:16:00,315
2019-12-03 18:17:00,328
2019-12-03 18:18:00,328
2019-12-03 18:19:00,308
2019-12-03 18:20:00,315
2019-12-03 18:21:00,340
2019-12-03 18:22:00,324
2019-12-03 18:23:00,331
2019-12-03 18:24:00,318
2019-12-03 18:25:00,326
2019-12-03 18:26:00,324
2019-12-03 18:27:00,330
2019-12-03 18:28:00,312
2019-12-03 18:29:00,318
2019-12-03 18:30:00,317
2019-12-03 18:31:00,217
2019-12-03 18:32:00,319
2019-12-03 18:33:00,305
2019-12-03 18:34:00,314
2019-12-03 18:35:00,321
2019-12-03 18:36:00,317
2019-12-03 18:37:00,310
2019-12-03 18:38:00,286
2019-12-03 18:39:00,309
2019-12-03 18:40:00,318
2019-12-03 18:41:00,318
2019-12-03 18:42:00,308
2019-12-03 18:43:00,319
2019-12-03 18:44:00,308
2019-12-03 18:45:00,331
2019-12-03 18:46:00,271
2019-12-03 18:47:00,320
2019-12-03 18:48:00,148
2019-12-03 18:49:00,223
2019-12-03 18:50:00,285
2019-12-03 18:51:00,312
2019-12-03 18:52:00,335
2019-12-03 18:53:00,262
2019-12-03 18:54:00,255
2019-12-03 18:55:00,311
2019-12-03 18:56:00,322
2019-12-03 18:57:00,281
2019-12-03 18:58:00,322
2019-12-03 18:59:00,313
2019-12-03 19:00:00,320
2019-12-03 19:01:00,298
2019-12-03 19:02:00,309
2019-12-03 19:03:00,317
2019-12-03 19:04:00,328
2019-12-03 19:05:00,264
