23,"SELECT TOP # spec.specObjID, phot.objID,  spec.ra, spec.dec,  spec.class,  spec.z, spec.zErr,  phot.rerun, phot.run, phot.camcol, phot.field,  phot.dered_u, phot.dered_g, phot.dered_r, phot.dered_i, phot.dered_z,  phot.extinction_u, phot.extinction_g, phot.extinction_r, phot.extinction_i, phot.extinction_z  FROM SpecObjAll AS spec  JOIN PhotoObjAll AS phot  ON spec.specObjID = phot.specObjID  WHERE  phot.clean = #  AND spec.zWarning = #  AND spec.ra >= #  AND spec.ra < #  AND spec.dec >= #  AND spec.dec < #  AND phot.dered_r > # and phot.dered_r < #  AND phot.expRad_r < #  AND phot.deVRad_r < #  AND spec.zErr < #  AND spec.z < #  ORDER BY NEWID()"
2019-12-03 08:49:00,1
2019-12-03 09:10:00,1
2019-12-03 09:12:00,1
2019-12-03 09:14:00,1
2019-12-03 09:15:00,1
2019-12-03 09:43:00,1
2019-12-03 19:08:00,1
2019-12-03 19:11:00,1
2019-12-03 19:21:00,1
2019-12-03 19:31:00,1
2019-12-03 19:35:00,1
2019-12-03 19:37:00,1
2019-12-03 19:52:00,1
2019-12-03 19:55:00,1
2019-12-03 19:59:00,1
2019-12-03 20:03:00,1
2019-12-03 20:05:00,1
2019-12-03 20:08:00,1
2019-12-03 20:16:00,1
2019-12-03 20:20:00,1
2019-12-03 20:33:00,1
2019-12-03 20:37:00,1
2019-12-03 20:50:00,1
