12,"SELECT p.ra, p.dec, p.psfmag_u,p.psfmag_g,p.psfmag_r,p.psfmag_i,p.psfmag_z,f.mjd_g, n.distance*# FROM fGetNearbyObjEq(#,#,#/#) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and f.fieldID = p.fieldID"
2019-12-03 13:45:00,3
2019-12-03 13:47:00,3
2019-12-03 14:07:00,3
2019-12-03 15:42:00,3
