830,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-12-03 00:29:00,9
2019-12-03 00:30:00,23
2019-12-03 00:31:00,15
2019-12-03 00:32:00,17
2019-12-03 00:33:00,24
2019-12-03 00:34:00,24
2019-12-03 00:35:00,26
2019-12-03 00:36:00,22
2019-12-03 00:37:00,23
2019-12-03 00:38:00,26
2019-12-03 00:39:00,25
2019-12-03 00:40:00,27
2019-12-03 00:41:00,25
2019-12-03 00:42:00,26
2019-12-03 00:43:00,15
2019-12-03 00:44:00,20
2019-12-03 00:45:00,26
2019-12-03 00:46:00,26
2019-12-03 00:47:00,26
2019-12-03 00:48:00,33
2019-12-03 00:49:00,25
2019-12-03 00:50:00,26
2019-12-03 00:51:00,24
2019-12-03 00:52:00,27
2019-12-03 00:53:00,31
2019-12-03 00:54:00,34
2019-12-03 00:55:00,35
2019-12-03 00:56:00,36
2019-12-03 00:57:00,33
2019-12-03 00:58:00,32
2019-12-03 00:59:00,15
2019-12-03 17:54:00,3
2019-12-03 21:32:00,9
2019-12-03 21:33:00,14
2019-12-03 21:34:00,10
2019-12-03 21:35:00,12
2019-12-03 21:36:00,6
