68,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-12-03 00:36:00,1
2019-12-03 00:40:00,1
2019-12-03 00:41:00,1
2019-12-03 01:38:00,1
2019-12-03 02:40:00,1
2019-12-03 03:11:00,1
2019-12-03 03:18:00,1
2019-12-03 03:20:00,1
2019-12-03 03:48:00,1
2019-12-03 03:49:00,1
2019-12-03 03:55:00,1
2019-12-03 04:01:00,1
2019-12-03 04:06:00,1
2019-12-03 04:07:00,1
2019-12-03 07:17:00,1
2019-12-03 09:13:00,1
2019-12-03 09:16:00,1
2019-12-03 09:19:00,1
2019-12-03 09:21:00,1
2019-12-03 09:24:00,1
2019-12-03 10:05:00,1
2019-12-03 10:13:00,2
2019-12-03 10:14:00,1
2019-12-03 10:15:00,1
2019-12-03 10:16:00,1
2019-12-03 10:17:00,1
2019-12-03 10:18:00,2
2019-12-03 10:19:00,1
2019-12-03 10:20:00,3
2019-12-03 10:21:00,1
2019-12-03 10:32:00,1
2019-12-03 10:40:00,1
2019-12-03 11:05:00,1
2019-12-03 11:40:00,1
2019-12-03 12:04:00,1
2019-12-03 12:29:00,1
2019-12-03 13:31:00,1
2019-12-03 13:44:00,1
2019-12-03 13:55:00,1
2019-12-03 13:58:00,1
2019-12-03 13:59:00,1
2019-12-03 14:05:00,1
2019-12-03 14:33:00,2
2019-12-03 14:46:00,1
2019-12-03 14:49:00,1
2019-12-03 15:00:00,1
2019-12-03 15:02:00,1
2019-12-03 15:04:00,1
2019-12-03 15:05:00,1
2019-12-03 15:09:00,1
2019-12-03 15:28:00,1
2019-12-03 15:38:00,1
2019-12-03 15:40:00,1
2019-12-03 15:47:00,1
2019-12-03 15:48:00,2
2019-12-03 15:59:00,3
2019-12-03 16:36:00,1
2019-12-03 16:47:00,1
2019-12-03 17:07:00,1
2019-12-03 20:55:00,1
