3,"SELECT TOP #  p.u,p.g,p.r,p.i,p.z  FROM ..PhotoObj AS p  JOIN dbo.fGetNearbyObjEq(#,#,#) AS b ON b.objID = P.objID  WHERE ( p.type = # OR p.type = #)"
2019-06-05 01:01:00,1
2019-06-05 01:02:00,1
2019-06-05 01:05:00,1
